_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,ADDRESS_POINT_ID,ADDRESS_NUMBER,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,CENTRELINE_ID,geometry
1040,1040,373500,TERRAVIEW LEARNING CENTRE,Toronto District School Board,1641 PHARMACY AVE,373500,1641,1641 Pharmacy Ave,M1R 2L2,Scarborough,Toronto,,108595,MULTIPOINT (-79.313002607885 43.7673772800379)
1041,1041,370058,TERRAVIEW WILLOWFIELD PUBLIC SCHOOL,Toronto District School Board,95 PACHINO BLVD,370058,95,95 Pachino Blvd,M1R 4K1,Scarborough,Toronto,Terraview-Willowfield Public School,108875,MULTIPOINT (-79.3085727444468 43.7637829145381)
1042,1042,399160,TERRY FOX PUBLIC SCHOOL,Toronto District School Board,185 WINTERMUTE BLVD,399160,185,185 Wintermute Blvd,M1W 3M9,Scarborough,Toronto,Terry Fox Public School,20050681,MULTIPOINT (-79.3186862950221 43.8158993563047)
1043,1043,783098,THE ABELARD CENTRE FOR EDUCATION,,557 CHURCH ST,783098,557,557 Church St,M4Y 2E2,former Toronto,Toronto,,1142636,MULTIPOINT (-79.3812515390723 43.6672228527514)
1044,1044,14072150,THE AMBASSADORS OF GOD ACADEMY,,807 ARROW RD,14072150,807,807 Arrow Rd,M9M 2L4,North York,Toronto,,9038133,MULTIPOINT (-79.5320104306346 43.7491827020018)
1045,1045,10318427,THE ANNE AND MAX TANENBAUM HEBREW ACADEMY OF TORONTO,,200 WILMINGTON AVE,10318427,200,200 Wilmington Ave,M3H 5J8,North York,Toronto,Community Hebrew Academy Of Toronto,30096465,MULTIPOINT (-79.457213214767 43.7618954251163)
1046,1046,789628,THE CLAREMONT SCHOOL,,310 DANFORTH AVE,789628,310,310 Danforth Ave,M4K 1N6,former Toronto,Toronto,Eastminister United Church,1140720,MULTIPOINT (-79.3537258057305 43.6775505519117)
1047,1047,8680074,THE DALTON SCHOOL,,906 YONGE ST,8680074,906,906 Yonge St,M4W 2J2,former Toronto,Toronto,,8680067,MULTIPOINT (-79.3888654015168 43.6736918063165)
1048,1048,347231,THE DIVINE INFANT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,30 INGLETON BLVD,347231,30,30 Ingleton Blvd,M1V 3H7,Scarborough,Toronto,The Divine Infant Catholic School,103236,MULTIPOINT (-79.2703314545005 43.8218114974729)
1049,1049,7974530,THE DRAGON ACADEMY   ,,35 PRINCE ARTHUR AVE,7974530,35,35 Prince Arthur Ave,M5R 1B2,former Toronto,Toronto,,7974513,MULTIPOINT (-79.397065595743 43.6691990908906)
1050,1050,792821,THE DUNBLAINE SCHOOL  ,,21 DELORAINE AVE,792821,21,21 Deloraine Ave,M5M 2A8,former Toronto,Toronto,,14036780,MULTIPOINT (-79.4055601341427 43.7335301212173)
1051,1051,1003702,THE ELMS JUNIOR MIDDLE SCHOOL,Toronto District School Board,45 GOLFDOWN DR,1003702,45,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Junior Middle School,907618,MULTIPOINT (-79.5521137885613 43.722227297768)
1052,1052,13967405,THE GILES SCHOOL,,80 SCARSDALE RD,13967405,80,80 Scarsdale Rd,M3B 2R7,North York,Toronto,,30084194,MULTIPOINT (-79.3556598619316 43.7503219375867)
1053,1053,7583849,THE GREAT LAKES COLLEGE  ,,323 KEELE ST,7583849,323,323 Keele St,M6P 2K6,former Toronto,Toronto,,14014792,MULTIPOINT (-79.4636934480173 43.6641583079402)
1054,1054,10527839,THE GROVE COMMUNITY SCHOOL,Toronto District School Board,108 GLADSTONE AVE,10527839,108,108 Gladstone Ave,M6J 3L2,former Toronto,Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,10527836,MULTIPOINT (-79.4288472631571 43.6460212506421)
1055,1055,7665465,THE HANEY CENTRE,Toronto District School Board,64 HANEY AVE,7665465,64,64 Haney Ave,M6N 2E5,York,Toronto,Haney Centre,7665456,MULTIPOINT (-79.4990814534311 43.6731119433815)
1056,1056,487645,THE JUNIOR ACADEMY INC,,2454 BAYVIEW AVE,487645,2454,2454 Bayview Ave,M2L 1A6,North York,Toronto,,30004745,MULTIPOINT (-79.383465150842 43.7415173887541)
1057,1057,570867,THE LAUREL SCHOOL,,44 UPJOHN RD,570867,44,44 Upjohn Rd,M3B 2W1,North York,Toronto,,441038,MULTIPOINT (-79.3500036659681 43.7512794395357)
1058,1058,861476,THE LINDEN  ,,10 ROSEHILL AVE,861476,10,10 Rosehill Ave,M4T 1G5,former Toronto,Toronto,,14021216,MULTIPOINT (-79.392712602029 43.686523829901)
1059,1059,854382,THE MABIN SCHOOL,,50 POPLAR PLAINS RD,854382,50,50 Poplar Plains Rd,M4V 2M8,former Toronto,Toronto,,1140569,MULTIPOINT (-79.4033800162906 43.679107408047)
1060,1060,7955674,THE MILDENHALL MONTESSORI SCHOOL,,35 OURLAND AVE,7955674,35,35 Ourland Ave,M8Z 4E1,Etobicoke,Toronto,High Park Centennial Montessori School,7955671,MULTIPOINT (-79.5077586235405 43.6162376775223)
1061,1061,510861,THE PRESTIGE SCHOOL ,,21 EDDFIELD AVE,510861,21,21 Eddfield Ave,M2N 2M5,North York,Toronto,St. Edward Catholic School,439974,MULTIPOINT (-79.4283265422402 43.7609171591948)
1062,1062,8293071,THE STERLING HALL SCHOOL,,99 CARTWRIGHT AVE,8293071,99,99 Cartwright Ave,M6A 1V4,North York,Toronto,,8293068,MULTIPOINT (-79.4636202523288 43.7220336957293)
1063,1063,30041280,THE STUDENT SCHOOL  ,Toronto District School Board,160 GLENDONWYNNE RD,30041280,160,160 Glendonwynne Rd,M6P 0A5,former Toronto,Toronto,Entrance to Specialty School,1144630,MULTIPOINT (-79.4741378104814 43.657050103374)
1064,1064,13494039,THE STUDY ACADEMY,,2040 YONGE ST,13494039,2040,2040 Yonge St,M4S 1Z9,former Toronto,Toronto,,10392225,MULTIPOINT (-79.3975424693632 43.7013219561131)
1065,1065,7283706,THE STUDY SCHOOL,,20 GLEBE RD E,7283706,20,20 Glebe Rd E,M4S 1N6,former Toronto,Toronto,Glebe Road United Church,7283659,MULTIPOINT (-79.3962772745692 43.7015662169611)
1066,1066,5440160,THE TALENT ACADEMY SCHOOL - MORNINGSIDE,,8130 SHEPPARD AVE E,5440160,8130,8130 Sheppard Ave E,M1B 3W3,Scarborough,Toronto,,5439765,MULTIPOINT (-79.1984756820805 43.8025781079155)
1067,1067,13971545,THE TORONTO FRENCH SCHOOL - JR LAWRENCE    ,,296 LAWRENCE AVE E,13971545,296,296 Lawrence Ave E,M4N 1T7,North York,Toronto,,10133024,MULTIPOINT (-79.3850098991417 43.7284022756173)
1068,1068,10133740,THE TORONTO FRENCH SCHOOL - SR LAWRENCE,,318 LAWRENCE AVE E,10133740,318,318 Lawrence Ave E,M4N 1T7,North York,Toronto,,10133024,MULTIPOINT (-79.3832590176478 43.7279642648155)
1069,1069,9847310,THE TORONTO HESCHEL SCHOOL  ,,819 SHEPPARD AVE W,9847310,819,819 Sheppard Ave W,M3H 2T3,North York,Toronto,St. Robert,9847309,MULTIPOINT (-79.4508482919714 43.7523395666413)
1070,1070,8608458,THE VILLAGE SHUL SUPPL SCHOOL  ,,1072 EGLINTON AVE W,8608458,1072,1072 Eglinton Ave W,M6C 2E2,former Toronto,Toronto,,8608450,MULTIPOINT (-79.431434529951 43.699986532638)
1071,1071,20056424,THE WATERFRONT SCHOOL  ,Toronto District School Board,635 QUEENS QUAY W,20056424,635,635 Queens Quay W,M5V 3G3,former Toronto,Toronto,Waterfront School,14130691,MULTIPOINT (-79.3971875912132 43.6357488157646)
1072,1072,7762681,THE YMCA ACADEMY   ,,15 BREADALBANE ST,7762681,15,15 Breadalbane St,M4Y 1C2,former Toronto,Toronto,,14673181,MULTIPOINT (-79.3848415539641 43.6636229485974)
1073,1073,7274135,THE YORK - JR SCHOOL,,1639 YONGE ST,7274135,1639,1639 Yonge St,M4T 2W6,former Toronto,Toronto,,30118753,MULTIPOINT (-79.394943024247 43.6917907885121)
1074,1074,887762,THE YORK - MDL AND SR SCHOOL,,1320 YONGE ST,887762,1320,1320 Yonge St,M4T 1X2,former Toronto,Toronto,,1139757,MULTIPOINT (-79.3930651034779 43.6846008693803)
1075,1075,1001687,THISTLETOWN COLLEGIATE INSTITUTE,Toronto District School Board,20 FORDWICH CRES,1001687,20,20 Fordwich Cres,M9W 2T4,Etobicoke,Toronto,Thistletown Collegiate Institute,907494,MULTIPOINT (-79.5624526489507 43.7277265566382)
1076,1076,14310229,THOMAS L WELLS PUBLIC SCHOOL,Toronto District School Board,69 NIGHTSTAR RD,14310229,69,69 Nightstar Rd,M1X 1V6,Scarborough,Toronto,Thomas L Wells Public School,14310896,MULTIPOINT (-79.2261254163676 43.8242998088678)
1077,1077,3829444,THORNCLIFFE PARK PUBLIC SCHOOL,Toronto District School Board,80 THORNCLIFFE PARK DR,3829444,80,80 Thorncliffe Park Dr,M4H 1K3,East York,Toronto,Thorncliffe Park Public School,3829449,MULTIPOINT (-79.3434367551101 43.7053900432282)
1078,1078,376326,THREE FISHES CHRISTIAN ELEMENTARY SCHOOL,,801 PROGRESS AVE,376326,801,801 Progress Ave,M1H 2X4,Scarborough,Toronto,,107078,MULTIPOINT (-79.2431298544695 43.7797218332614)
1079,1079,568636,THREE VALLEYS PUBLIC SCHOOL,Toronto District School Board,76 THREE VALLEYS DR,568636,76,76 Three Valleys Dr,M3A 3B7,North York,Toronto,Three Valleys Public School,441061,MULTIPOINT (-79.3376043958259 43.7506806575244)
1080,1080,565850,TIFERES BAIS YAAKOV HIGH SCHOOL,,85 STORMONT AVE,565850,85,85 Stormont Ave,M5N 2C3,North York,Toronto,,445031,MULTIPOINT (-79.428727879566 43.7184091584611)
1081,1081,391661,TIMBERBANK JUNIOR PUBLIC SCHOOL,Toronto District School Board,170 TIMBERBANK BLVD,391661,170,170 Timberbank Blvd,M1W 2A3,Scarborough,Toronto,Timberbank Junior Public School,106097,MULTIPOINT (-79.307285388876 43.7914712561725)
1082,1082,999348,TIMOTHY CHRISTIAN   ,,28 ELMHURST DR,999348,28,28 Elmhurst Dr,M9W 2J5,Etobicoke,Toronto,,907576,MULTIPOINT (-79.5536925816276 43.7249447361335)
1083,1083,324647,TOM LONGBOAT JUNIOR PUBLIC SCHOOL,Toronto District School Board,37 CROW TRL,324647,37,37 Crow Trl,M1B 1X6,Scarborough,Toronto,Tom Longboat Junior Public School,104120,MULTIPOINT (-79.2316269659623 43.8104461724402)
1084,1084,7415223,TOPCLIFF PUBLIC SCHOOL,Toronto District School Board,65 TOPCLIFF AVE,7415223,65,65 Topcliff Ave,M3N 1L6,North York,Toronto,Topcliff Public School,7399132,MULTIPOINT (-79.5106588918435 43.7555851004459)
1085,1085,487320,TORAH HIGH - PROSSERMAN JCC CAMPUS,,4588 BATHURST ST,487320,4588,4588 Bathurst St,M2R 1W6,North York,Toronto,Prosserman Jewish Community Centre,30007983,MULTIPOINT (-79.4416656175102 43.7628232394043)
1086,1086,5266268,TORONTO CENTRAL ACADEMY SECONDARY SCHOOL,,200 SHEPPARD AVE E,5266268,200,200 Sheppard Ave E,M2N 3A9,North York,Toronto,,20041067,MULTIPOINT (-79.4016622430921 43.7638628672269)
1087,1087,9246495,TORONTO CHEDER BOYS  ,,3995 BATHURST ST,9246495,3995,3995 Bathurst St,M3H 5V3,North York,Toronto,,9246492,MULTIPOINT (-79.4352979243294 43.7441315066839)
1088,1088,30113992,TORONTO HARVARD INTERNATIONAL ACADEMY,,513 MCNICOLL AVE,30113992,513,513 McNicoll Ave,M2H 2C9,North York,Toronto,,11484469,MULTIPOINT (-79.3388397960404 43.8035958742046)
1089,1089,9270564,TORONTO INTERNATIONAL COLLEGE SECONDARY SCHOOL,,3550 VICTORIA PARK AVE,9270564,3550,3550 Victoria Park Ave,M2H 2N5,North York,Toronto,,9270561,MULTIPOINT (-79.3374304406117 43.8058870474231)
1090,1090,30024007,TORONTO NOBEL ACADEMY,,6305 YONGE ST,30024007,6305,6305 Yonge St,M2M 3X7,North York,Toronto,,7195911,MULTIPOINT (-79.4191481042544 43.7957058149418)
1091,1091,7324226,TORONTO PREP SCHOOL,,250 DAVISVILLE AVE,7324226,250,250 Davisville Ave,M4S 1H2,former Toronto,Toronto,,7324227,MULTIPOINT (-79.3865171901038 43.7006108373258)
1092,1092,7131434,TORONTO PREPARATORY ACADEMY SECONDARY SCHOOL,,5460 YONGE ST,7131434,5460,5460 Yonge St,M2N 6K7,North York,Toronto,,7131429,MULTIPOINT (-79.4155248190971 43.7772052097419)
1093,1093,13503328,TORONTO PRIVATE SCHOOL OF GIFTEDNESS,,201 CONSUMERS RD,13503328,201,201 Consumers Rd,M2J 4G8,North York,Toronto,,438551,MULTIPOINT (-79.3322488674553 43.7721013757365)
1094,1094,6624393,TORONTO URBAN STUDIES CENTER,Toronto District School Board,800 GREENWOOD AVE,6624393,800,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,6620281,MULTIPOINT (-79.3340895606897 43.6828387343202)
1095,1095,13974326,TOWN CENTRE LINC,Toronto District School Board,1457 MCCOWAN RD,13974326,1457,1457 McCowan Rd,M1S 5K7,Scarborough,Toronto,,106751,MULTIPOINT (-79.2560419864483 43.7852202476163)
1096,1096,1015960,TRANSFIGURATION OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,55 LUDSTONE DR,1015960,55,55 Ludstone Dr,M9R 2J2,Etobicoke,Toronto,Transfiguration Catholic School,908869,MULTIPOINT (-79.5628707286001 43.6915212586818)
1097,1097,384158,TREDWAY WOODSWORTH PUBLIC SCHOOL,Toronto District School Board,112 SEDGEMOUNT DR,384158,112,112 Sedgemount Dr,M1H 1X9,Scarborough,Toronto,William Tredway Junior Public School,108752,MULTIPOINT (-79.2352659356635 43.7650332154187)
1098,1098,570542,TUMPANE PUBLIC SCHOOL,Toronto District School Board,48 TUMPANE ST,570542,48,48 Tumpane St,M3M 1L8,North York,Toronto,Tumpane Public School,444319,MULTIPOINT (-79.5022550959971 43.7265952806861)
1099,1099,6735913,TWENTIETH STREET JUNIOR SCHOOL,Toronto District School Board,3190 LAKE SHORE BLVD W,6735913,3190,3190 Lake Shore Blvd W,M8V 1L8,Etobicoke,Toronto,Twentieth Street Junior Public School,6735911,MULTIPOINT (-79.5199382429952 43.5979771530563)
1100,1100,9531675,TYNDALE UNIVERSITY COLLEGE AND SEMINARY SCHOOL - BAYVIEW CAMPUS,,3377 BAYVIEW AVE,9531675,3377,3377 Bayview Ave,M2M 3S4,North York,Toronto,St. Joseph's Convent,9531674,MULTIPOINT (-79.3920806110003 43.7971369281422)
1101,1101,5353637,UM AL-QURA ISLAMIC   ,,1510 BIRCHMOUNT RD,5353637,1510,1510 Birchmount Rd,M1P 2G6,Scarborough,Toronto,,5353633,MULTIPOINT (-79.290923866506 43.7581038671001)
1102,1102,385455,UNIQUE CHINESE SCHOOL - MIDLAND CAMPUS,,4271 SHEPPARD AVE E,385455,4271,4271 Sheppard Ave E,M1S 4G4,Scarborough,Toronto,,106651,MULTIPOINT (-79.2756569937123 43.7855293329724)
1103,1103,385358,UNIQUE CHINESE SCHOOL - PHARMACY CAMPUS,,3143 SHEPPARD AVE E,385358,3143,3143 Sheppard Ave E,M1T 3J7,Scarborough,Toronto,Wishing Well Acres Baptist,107506,MULTIPOINT (-79.3160094489366 43.7764963816495)
1104,1104,20029617,"UNIVERSITY OF GUELPH, HUMBER COLLEGE ",,207 HUMBER COLLEGE BLVD,20029617,207,207 Humber College Blvd,,Etobicoke,Toronto,University of Guelph Campus,20232386,MULTIPOINT (-79.60587202711 43.728202085158)
1105,1105,363830,UNIVERSITY OF TORONTO - SCARBOROUGH CAMPUS,,1265 MILITARY TRL,363830,1265,1265 Military Trl,M1C 1A4,Scarborough,Toronto,,106683,MULTIPOINT (-79.1862894812042 43.7838868574945)
1106,1106,10864404,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS,,27 KING'S COLLEGE CRCL,10864404,27,27 King's College Crcl,M5S 1A1,former Toronto,Toronto,,7793196,MULTIPOINT (-79.3960895108169 43.6609455296501)
1107,1107,7254136,UPPER CANADA COLLEGE  ,,200 LONSDALE RD,7254136,200,200 Lonsdale Rd,M4V 1W6,former Toronto,Toronto,,7254137,MULTIPOINT (-79.4025227062066 43.6919471679826)
1108,1108,7254159,UPPER CANADA PREP  ,,220 LONSDALE RD,7254159,220,220 Lonsdale Rd,M4V 2X8,former Toronto,Toronto,,7254137,MULTIPOINT (-79.4043869723624 43.6908372355295)
1109,1109,509132,URBAN INTERNATIONAL HIGH SCHOOL,,172 DREWRY AVE,509132,172,172 Drewry Ave,M2M 1E4,North York,Toronto,Northview Community Church,437473,MULTIPOINT (-79.4259078953099 43.7856311374109)
1110,1110,800605,URBAN INTERNATIONAL HIGH SCHOOL,,150 EGLINTON AVE E,800605,150,150 Eglinton Ave E,M4P 1E8,former Toronto,Toronto,,1138280,MULTIPOINT (-79.3940035498281 43.7078976710401)
1111,1111,14203310,URSULA FRANKLIN ACADEMY  ,Toronto District School Board,146 GLENDONWYNNE RD,14203310,146,146 Glendonwynne Rd,M6P 3J7,former Toronto,Toronto,,1144630,MULTIPOINT (-79.4748206948471 43.6567074123716)
1112,1112,30044868,UT PREPARATORY ACADEMY SECONDARY SCHOOL,,205 SPARKS AVE,30044868,205,205 Sparks Ave,M2H 2S5,North York,Toronto,,11890578,MULTIPOINT (-79.3409680425731 43.8076738129061)
1113,1113,10750671,VALLEY PARK MIDDLE SCHOOL,Toronto District School Board,130 OVERLEA BLVD,10750671,130,130 Overlea Blvd,M3C 1B2,North York,Toronto,Valley Park Middle School,10750670,MULTIPOINT (-79.3358705226236 43.7104405907514)
1114,1114,1030369,VALLEYFIELD JUNIOR SCHOOL,Toronto District School Board,35 SASKATOON DR,1030369,35,35 Saskatoon Dr,M9P 2E8,Etobicoke,Toronto,Valleyfield Junior Public School,908699,MULTIPOINT (-79.5384444417594 43.6942865155451)
1115,1115,30015075,VENERABLE JOHN MERLINI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,123 WHITFIELD AVE,30015075,123,123 Whitfield Ave,M9L 1G9,North York,Toronto,Venerable John Merlini Catholic School,440664,MULTIPOINT (-79.5793835598587 43.7564805895832)
1116,1116,572815,VICTORIA PARK COLLEGIATE INSTITUTE,Toronto District School Board,15 WALLINGFORD RD,572815,15,15 Wallingford Rd,M3A 2V1,North York,Toronto,Victoria Park Secondary School,30038855,MULTIPOINT (-79.321464421707 43.7560593384022)
1117,1117,3259557,VICTORIA PARK ELEMENTARY SCHOOL,Toronto District School Board,145 TIAGO AVE,3259557,145,145 Tiago Ave,M4B 2A6,East York,Toronto,Victoria Park Elementary School,3259538,MULTIPOINT (-79.2981507568545 43.712689182329)
1118,1118,534873,VICTORIA PARK LINC CENTRE,Toronto Catholic District School Board,2 LANSING SQ,534873,2,2 Lansing Sq,M2J 4P8,North York,Toronto,,438287,MULTIPOINT (-79.3261021088407 43.774240118909)
1119,1119,8313283,VICTORIA STREET LINC,Toronto District School Board,74 VICTORIA ST,8313283,74,74 Victoria St,M5C 2A5,former Toronto,Toronto,,8313344,MULTIPOINT (-79.3776264775773 43.6510597043384)
1120,1120,566907,VICTORIA VILLAGE PUBLIC SCHOOL,Toronto District School Board,88 SWEENEY DR,566907,88,88 Sweeney Dr,M4A 1T7,North York,Toronto,Victoria Village Public School,442884,MULTIPOINT (-79.3141820772089 43.7359594203073)
1121,1121,30032157,VOICE INTEGRATIVE PRIVATE SCHOOL,,50 GRISTMILL LN,30032157,50,50 Gristmill Lane,M5A 3C4,former Toronto,Toronto,,30029430,MULTIPOINT (-79.3599052483689 43.6500579960732)
1122,1122,395053,VRADENBURG JUNIOR PUBLIC SCHOOL,Toronto District School Board,50 VRADENBERG DR,395053,50,50 Vradenberg Dr,M1T 1M6,Scarborough,Toronto,Vradenburg Public School,107883,MULTIPOINT (-79.3082862993578 43.7743422666974)
1123,1123,7986350,WALDORF ACADEMY,,250 MADISON AVE,7986350,250,250 Madison Ave,M4V 2W6,former Toronto,Toronto,,7986341,MULTIPOINT (-79.407066924686 43.6772326912183)
1124,1124,4304281,WALES COLLEGE SECONDARY SCHOOL,,56 REDLEA AVE,4304281,56,56 Redlea Ave,M1V 4S3,Scarborough,Toronto,WALES COLLEGE,30017746,MULTIPOINT (-79.3054195999763 43.8231010142956)
1125,1125,333402,WALTER PERRY JUNIOR PUBLIC SCHOOL,Toronto District School Board,45 FALMOUTH AVE,333402,45,45 Falmouth Ave,M1K 4M7,Scarborough,Toronto,Walter Perry Junior Public School,111243,MULTIPOINT (-79.2512456866976 43.7334561275574)
1126,1126,10663463,WARREN PARK JUNIOR PUBLIC SCHOOL,Toronto District School Board,135 VARSITY RD,10663463,135,135 Varsity Rd,M6S 4P4,York,Toronto,Warren Park Junior Public School,10663461,MULTIPOINT (-79.4994375141874 43.6628427653687)
1127,1127,10663463,WARREN PARK OUTDOOR EDUCATION CENTRE,Toronto District School Board,135 VARSITY RD,10663463,135,135 Varsity Rd,M6S 4P4,York,Toronto,Warren Park Junior Public School,10663461,MULTIPOINT (-79.4994375141874 43.6628427653687)
1128,1128,4833176,WEBTREE INTERNATIONAL SCHOOL OF EXCELLENCE,,220 DUNCAN MILL RD,4833176,220,220 Duncan Mill Rd,M3B 3J5,North York,Toronto,,30005251,MULTIPOINT (-79.3528039776317 43.7622578372184)
1129,1129,9531172,WEDGEWOOD JUNIOR SCHOOL,Toronto District School Board,5 SWAN AVE,9531172,5,5 Swan Ave,M9B 1V1,Etobicoke,Toronto,Wedgewood Junior Public School,9531166,MULTIPOINT (-79.5462529112722 43.6453169519903)
1130,1130,1042829,WELLESWORTH JUNIOR SCHOOL,Toronto District School Board,225 WELLESWORTH DR,1042829,225,225 Wellesworth Dr,M9C 4S5,Etobicoke,Toronto,Wellesworth Junior Public School,910913,MULTIPOINT (-79.5767187454201 43.6566373465707)
1131,1131,772989,WEST END ALTERNATIVE SCHOOL,Toronto District School Board,777 BLOOR ST W,772989,777,777 Bloor St W,M6G 1L6,former Toronto,Toronto,Bickford Centre,30039622,MULTIPOINT (-79.4198340161091 43.6624299848934)
1132,1132,994747,WEST GLEN JUNIOR SCHOOL,Toronto District School Board,47 COWLEY AVE,994747,47,47 Cowley Ave,M9B 2E4,Etobicoke,Toronto,West Glen Public School,911193,MULTIPOINT (-79.5608016240727 43.6504713423926)
1133,1133,365513,WEST HILL COLLEGIATE INSTITUTE,Toronto District School Board,350 MORNINGSIDE AVE,365513,350,350 Morningside Ave,M1E 3G3,Scarborough,Toronto,West Hill Collegiate Institute,107532,MULTIPOINT (-79.1905875661913 43.7756684257862)
1134,1134,7017603,WEST HILL PUBLIC SCHOOL,Toronto District School Board,299 MORNINGSIDE AVE,7017603,299,299 Morningside Ave,M1E 3G1,Scarborough,Toronto,West Hill Public School,7017604,MULTIPOINT (-79.1868844429518 43.7726796050533)
1135,1135,10747541,WEST HUMBER COLLEGIATE INSTITUTE,Toronto District School Board,1675 MARTIN GROVE RD,10747541,1675,1675 Martin Grove Rd,M9V 3S3,Etobicoke,Toronto,West Humber Collegiate Institute,10747534,MULTIPOINT (-79.5867053925528 43.7309224004354)
1136,1136,10155258,WEST HUMBER JUNIOR MIDDLE SCHOOL,Toronto District School Board,15 DELSING DR,10155258,15,15 Delsing Dr,M9W 4S7,Etobicoke,Toronto,West Humber Junior Public School,10155252,MULTIPOINT (-79.5807026757453 43.7237549779012)
1137,1137,859183,WEST PREPARATORY JUNIOR PUBLIC SCHOOL,Toronto District School Board,70 RIDGE HILL DR,859183,70,70 Ridge Hill Dr,M6C 2J6,former Toronto,Toronto,West Preparatory School,1138683,MULTIPOINT (-79.4329440583326 43.7026161891079)
1138,1138,336198,WEST ROUGE JUNIOR PUBLIC SCHOOL,Toronto District School Board,401 FRIENDSHIP AVE,336198,401,401 Friendship Ave,M1C 2X8,Scarborough,Toronto,West Rouge Junior Public School,105359,MULTIPOINT (-79.1337159199136 43.7956184194221)
1139,1139,7986677,WESTERN TECHNICAL COMMERCIAL SCHOOL,Toronto District School Board,125 EVELYN CRES,7986677,125,125 Evelyn Cres,M6P 3E3,former Toronto,Toronto,The Student School,7986678,MULTIPOINT (-79.4745815146538 43.6570914920911)
