_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,ADDRESS_POINT_ID,ADDRESS_NUMBER,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,CENTRELINE_ID,geometry
336,336,4504013,ELKHORN PUBLIC SCHOOL,Toronto District School Board,10 ELKHORN DR,4504013,10,10 Elkhorn Dr,M2K 1J3,North York,Toronto,Elkhorn Public School,4503989,MULTIPOINT (-79.3800624355928 43.7712153929829)
337,337,6387831,ELLESMERE MONTESSORI   ,,37 MARCHINGTON CRCL,6387831,37,37 Marchington Crcl,M1R 3M6,Scarborough,Toronto,West Ellesmere United Church,6387832,MULTIPOINT (-79.3074321385782 43.7585968747034)
338,338,4312082,ELLESMERE STATTON PUBLIC SCHOOL,Toronto District School Board,739 ELLESMERE RD,4312082,739,739 Ellesmere Rd,M1P 2W1,Scarborough,Toronto,Ellesmere-Statton Public School,14663886,MULTIPOINT (-79.2875719983282 43.7636236123759)
339,339,3614123,ELLINGTON MONTESSORI  ,,40 COWDRAY CRT,3614123,40,40 Cowdray Crt,M1S 1A1,Scarborough,Toronto,,3613591,MULTIPOINT (-79.2843535492332 43.7802704270201)
340,340,8128665,ELMBANK JUNIOR MIDDLE ACADEMY,Toronto District School Board,10 PITTSBORO DR,8128665,10,10 Pittsboro Dr,M9V 3R4,Etobicoke,Toronto,Elmbank Junior Middle Academy,20053315,MULTIPOINT (-79.5900470677447 43.7365019019057)
341,341,10010732,ELMLEA JUNIOR SCHOOL,Toronto District School Board,50 HADRIAN DR,10010732,50,50 Hadrian Dr,M9W 1V4,Etobicoke,Toronto,Elmlea Public School,20053010,MULTIPOINT (-79.5498701970545 43.7159386194401)
342,342,9135240,ELPIS COLLEGE TORONTO,,18 GREENFIELD AVE,9135240,18,18 Greenfield Ave,M2N 3C8,North York,Toronto,,20040806,MULTIPOINT (-79.4107729639397 43.7636049969129)
343,343,574355,EMERY COLLEGIATE INSTITUTE,Toronto District School Board,3395 WESTON RD,574355,3395,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,30117738,MULTIPOINT (-79.5395569845548 43.7487227091093)
344,344,574355,EMERY EDVANCE ADULT LEARNING CENTRE,Toronto District School Board,3395 WESTON RD,574355,3395,3395 Weston Rd,M9M 2V9,North York,Toronto,Emery Collegiate Institute,30117738,MULTIPOINT (-79.5395569845548 43.7487227091093)
345,345,349131,EMILY CARR PUBLIC SCHOOL,Toronto District School Board,90 JOHN TABOR TRL,349131,90,90 John Tabor Trl,M1B 2V2,Scarborough,Toronto,Emily Carr Public School,104486,MULTIPOINT (-79.2069358552156 43.8050223865269)
346,346,9638341,ENQUIRING MINDS MONTESSORI CASA SCHOOL,,24 PROGRESS AVE,9638341,24,24 Progress Ave,M1P 2Y4,Scarborough,Toronto,,9638338,MULTIPOINT (-79.2801611624361 43.7704172493747)
347,347,373586,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,Toronto Catholic District School Board,3150 PHARMACY AVE,373586,3150,3150 Pharmacy Ave,M1W 3J5,Scarborough,Toronto,Epiphany of Our Lord Catholic Academy,14668282,MULTIPOINT (-79.3289402460095 43.7989580963277)
348,348,820061,EQUINOX HOLISTIC ALTERNATIVE SCHOOL,Toronto District School Board,151 HIAWATHA RD,820061,151,151 Hiawatha Rd,M4L 2Y1,former Toronto,Toronto,Roden Junior Public School,14022212,MULTIPOINT (-79.3230764862029 43.6738732738778)
349,349,498502,ERNEST PUBLIC SCHOOL ,Toronto District School Board,150 CHEROKEE BLVD,498502,150,150 Cherokee Blvd,M2J 4A4,North York,Toronto,Ernest Public School,436907,MULTIPOINT (-79.3373825688455 43.791415465113)
350,350,6316533,ERUDITE ELEMENTARY SCHOOL,,2323 BLOOR ST W,6316533,2323,2323 Bloor St W,M6S 4W1,former Toronto,Toronto,,6314757,MULTIPOINT (-79.4799888562353 43.6500081301117)
351,351,30024677,ESSEX JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,50 ESSEX ST,30024677,50,50 Essex St,M6G 1T3,former Toronto,Toronto,Essex Junior and Senior School Public School,30017326,MULTIPOINT (-79.4223654834763 43.6682357494066)
352,352,7940034,ETIENNE BRULE JUNIOR SCHOOL,Toronto District School Board,50 CLOVERHILL RD,7940034,50,50 Cloverhill Rd,M8Y 1T3,Etobicoke,Toronto,Etienne Brule Junior Public School,7940032,MULTIPOINT (-79.4896844559483 43.63561874071)
353,353,10756789,ETOBICOKE COLLEGIATE INSTITUTE,Toronto District School Board,86 MONTGOMERY RD,10756789,86,86 Montgomery Rd,M9A 3N5,Etobicoke,Toronto,Etobicoke Collegiate Institute,10756784,MULTIPOINT (-79.522296213866 43.6500842008403)
354,354,10142862,ETOBICOKE SCHOOL OF THE ARTS,Toronto District School Board,675 ROYAL YORK RD,10142862,675,675 Royal York Rd,M8Y 2T1,Etobicoke,Toronto,Etobicoke School Of The Arts,10142864,MULTIPOINT (-79.5041485169903 43.6307322050172)
355,355,9109922,ETOBICOKE YEAR ROUND ALTERNATIVE CENTRE,Toronto District School Board,160 SILVERHILL DR,9109922,160,160 Silverhill Dr,M9B 3W7,Etobicoke,Toronto,,9109918,MULTIPOINT (-79.551276113705 43.6338578460427)
356,356,4248888,EXCEL HIGH SCHOOL,,55 NUGGET AVE,4248888,55,55 Nugget Ave,M1S 3L1,Scarborough,Toronto,,4248848,MULTIPOINT (-79.2578080336662 43.7921385076532)
357,357,30006529,EXTRAORDINARY EDUCATION CENTRE,,462 MCNICOLL AVE,30006529,462,462 McNicoll Ave,M2H 2E1,North York,Toronto,,11484469,MULTIPOINT (-79.3418182907199 43.8045122985566)
358,358,54313,F H MILLER JUNIOR PUBLIC SCHOOL,Toronto District School Board,300 CALEDONIA RD,54313,300,300 Caledonia Rd,M6E 4T5,York,Toronto,F. H. Miller Junior Public School,14072354,MULTIPOINT (-79.458898094007 43.6840057733305)
359,359,62504,FAIRBANK MEMORIAL COMMUNITY SCHOOL,Toronto District School Board,555 HARVIE AVE,62504,555,555 Harvie Ave,M6E 4M2,York,Toronto,Fairbank Memorial Community School - Building Grounds,8067,MULTIPOINT (-79.4554057013447 43.6917032417799)
360,360,9741283,FAIRBANK PUBLIC SCHOOL,Toronto District School Board,2335 DUFFERIN ST,9741283,2335,2335 Dufferin St,M6E 3S5,York,Toronto,Fairbank Middle Public School,9741259,MULTIPOINT (-79.4490892289333 43.6942876649058)
361,361,373577,FAIRGLEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,2200 PHARMACY AVE,373577,2200,2200 Pharmacy Ave,M1W 1H8,Scarborough,Toronto,Fairglen Junior Public School,106776,MULTIPOINT (-79.3222381903671 43.7849363770968)
362,362,2261459,FAIRMOUNT JUNIOR PUBLIC SCHOOL,Toronto District School Board,31 SLOLEY RD,2261459,31,31 Sloley Rd,M1M 1C7,Scarborough,Toronto,Fairmount Junior Public School,2261458,MULTIPOINT (-79.2308941806286 43.7197580924624)
363,363,10144967,FATHER HENRY CARR CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,1760 MARTIN GROVE RD,10144967,1760,1760 Martin Grove Rd,M9V 3S4,Etobicoke,Toronto,Father Henry Carr,10144951,MULTIPOINT (-79.5922999387415 43.7357651008297)
364,364,14600948,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,28 COLONEL SAMUEL SMITH PARK DR,14600948,28,28 Colonel Samuel Smith Park Dr,M8V 4B7,Etobicoke,Toronto,"Father John Redmond, Ken Cox Community Centre",30016383,MULTIPOINT (-79.5165387692932 43.5951413486312)
365,365,1035168,FATHER SERRA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,111 SUN ROW DR,1035168,111,111 Sun Row Dr,M9P 3J3,Etobicoke,Toronto,Father Serra Catholic School,909192,MULTIPOINT (-79.5370181385566 43.685944240933)
366,366,8014986,FAYWOOD ARTS BASED CURRICULUM SCHOOL,Toronto District School Board,95 FAYWOOD BLVD,8014986,95,95 Faywood Blvd,M3H 2X5,North York,Toronto,Faywood Arts-Based Curriculum School,442642,MULTIPOINT (-79.4466973349755 43.7398550354918)
367,367,515284,FENSIDE PUBLIC SCHOOL,Toronto District School Board,131 FENSIDE DR,515284,131,131 Fenside Dr,M3A 2V9,North York,Toronto,Fenside Public School,439443,MULTIPOINT (-79.3291265799904 43.7645805189835)
368,368,8007871,FERN AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,128 FERN AVE,8007871,128,128 Fern Ave,M6R 1K3,former Toronto,Toronto,Fern Avenue Public School,14017573,MULTIPOINT (-79.4461128419154 43.6451803159495)
369,369,9655345,FIELDSTONE DAY SCHOOL,,2999 DUFFERIN ST,9655345,2999,2999 Dufferin St,M6B 3T4,North York,Toronto,,9655343,MULTIPOINT (-79.4533841407934 43.7118733583738)
370,370,9655345,FIELDSTONE KING'S COLLEGE SCHOOL,,2999 DUFFERIN ST,9655345,2999,2999 Dufferin St,M6B 3T4,North York,Toronto,,9655343,MULTIPOINT (-79.4533841407934 43.7118733583738)
371,371,4429315,FINCH AT WARDEN ADULT EDUCATION CENTRE,Toronto Catholic District School Board,3430 FINCH AVE E,4429315,3430,3430 Finch Ave E,M1W 2R5,Scarborough,Toronto,,4435020,MULTIPOINT (-79.3145480169773 43.7973188309921)
372,372,9084973,FINCH PUBLIC SCHOOL,Toronto District School Board,277 FINCH AVE E,9084973,277,277 Finch Ave E,M2N 4S3,North York,Toronto,Finch Public School,9084975,MULTIPOINT (-79.3949742011282 43.7838330777765)
373,373,880193,FIRESIDE ANALYTICS,,11 WATKINSON AVE,880193,11,11 Watkinson Ave,M6P 2E6,former Toronto,Toronto,,14014145,MULTIPOINT (-79.4599510670699 43.6653686112315)
374,374,3062806,FIRGROVE PUBLIC SCHOOL,Toronto District School Board,270 FIRGROVE CRES,3062806,270,270 Firgrove Cres,M3N 1K8,North York,Toronto,Firgrove Public School,30092050,MULTIPOINT (-79.519910862165 43.7520008914053)
375,375,30055925,FISHERVILLE SENIOR PUBLIC SCHOOL,Toronto District School Board,425 PATRICIA AVE,30055925,425,425 Patricia Ave,M2R 2N1,North York,Toronto,,7156908,MULTIPOINT (-79.4411616324684 43.784556440757)
376,376,4124712,FLEMING PUBLIC SCHOOL,Toronto District School Board,20 LITTLES RD,4124712,20,20 Littles Rd,M1B 5B5,Scarborough,Toronto,Fleming Public School,4124713,MULTIPOINT (-79.2033845823469 43.8154347835423)
377,377,7062866,FLEMINGTON PUBLIC SCHOOL,Toronto District School Board,10 FLEMINGTON RD,7062866,10,10 Flemington Rd,M6A 2N4,North York,Toronto,Flemington Public School,7062864,MULTIPOINT (-79.4444540037633 43.7200875786734)
378,378,7273342,FOREST HILL ACADEMY SECONDARY SCHOOL,,439 SPADINA RD,7273342,439,439 Spadina Rd,M5P 3M6,former Toronto,Toronto,,7273310,MULTIPOINT (-79.4125902970779 43.689246396459)
379,379,800884,FOREST HILL COLLEGIATE INSTITUTE,Toronto District School Board,730 EGLINTON AVE W,800884,730,730 Eglinton Ave W,M5N 1B9,former Toronto,Toronto,Forest Hill Collegiate Institute,1138689,MULTIPOINT (-79.4213427841136 43.7030582555106)
380,380,797816,FOREST HILL JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,78 DUNLOE RD,797816,78,78 Dunloe Rd,M5P 2T6,former Toronto,Toronto,Forest Hill Public School,1139009,MULTIPOINT (-79.4139385899 43.6953762569543)
381,381,7103267,FOREST HILL MONTESSORI - ELEMENTARY CAMPUS,,585 CRANBROOKE AVE,7103267,585,585 Cranbrooke Ave,M6A 2X9,North York,Toronto,,7103206,MULTIPOINT (-79.4296182190415 43.7234193195463)
382,382,517448,FOREST MANOR PUBLIC SCHOOL,Toronto District School Board,25 FOREST MANOR RD,517448,25,25 Forest Manor Rd,M2J 1M4,North York,Toronto,Forest Manor Public School,30095974,MULTIPOINT (-79.3430668038294 43.7710427399232)
383,383,334378,FRANCIS LIBERMANN CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,4640 FINCH AVE E,334378,4640,4640 Finch Ave E,M1S 4G2,Scarborough,Toronto,Francis Libermann Catholic High School,104469,MULTIPOINT (-79.2743078384998 43.8073923412217)
384,384,50146,FRANK OKE SECONDARY SCHOOL,Toronto District School Board,500 ALLIANCE AVE,50146,500,500 Alliance Ave,M6N 2H8,York,Toronto,Frank Oke Secondary School - Building Grounds,9096,MULTIPOINT (-79.4887542282147 43.677512419216)
385,385,7570431,FRANKLAND COMMUNITY SCHOOL,Toronto District School Board,816 LOGAN AVE,7570431,816,816 Logan Ave,M4K 3E1,former Toronto,Toronto,"Frankland Community School, Frankland Community Centre",14021507,MULTIPOINT (-79.3496800848427 43.6771506675787)
386,386,30026375,FRASER MUSTARD EARLY LEARNING ACADEMY,Toronto District School Board,82 THORNCLIFFE PARK DR,30026375,82,82 Thorncliffe Park Dr,M4H 0A2,East York,Toronto,,3829449,MULTIPOINT (-79.3435512383368 43.7055777504935)
387,387,336737,GALLOWAY ROAD PUBLIC SCHOOL,Toronto District School Board,192 GALLOWAY RD,336737,192,192 Galloway Rd,M1E 1X2,Scarborough,Toronto,Galloway Road Public School,108571,MULTIPOINT (-79.1966222950893 43.7650173036954)
388,388,13972613,GAP ACADEMY  ,,4 JOHN ST,13972613,4,4 John St,M9N 1J3,York,Toronto,,20055090,MULTIPOINT (-79.5177020187154 43.7010253821952)
389,389,807559,GARDEN AVENUE JUNIOR PUBLIC SCHOOL,Toronto District School Board,225 GARDEN AVE,807559,225,225 Garden Ave,M6R 1H9,former Toronto,Toronto,Garden Avenue Public School,14017612,MULTIPOINT (-79.4491237018998 43.6432001067781)
390,390,8929147,GATEWAY PUBLIC SCHOOL,Toronto District School Board,55 GATEWAY BLVD,8929147,55,55 Gateway Blvd,M3C 1B4,North York,Toronto,Gateway Public School,8929149,MULTIPOINT (-79.3310091533195 43.7117262234356)
391,391,319504,GENERAL BROCK PUBLIC SCHOOL,Toronto District School Board,140 CHESTNUT CRES,319504,140,140 Chestnut Cres,M1L 1Y5,Scarborough,Toronto,General Brock Public School,30055414,MULTIPOINT (-79.2745902135289 43.7185070990624)
392,392,4605063,GENERAL CRERAR PUBLIC SCHOOL,Toronto District School Board,30 MCGREGOR RD,4605063,30,30 McGregor Rd,M1P 1C8,Scarborough,Toronto,General Crerar Public School,14668247,MULTIPOINT (-79.2795776619808 43.7456867654999)
393,393,877576,GENERAL MERCER JUNIOR PUBLIC SCHOOL,Toronto District School Board,30 TURNBERRY AVE,877576,30,30 Turnberry Ave,M6N 1P8,former Toronto,Toronto,General Mercer Junior Public School,1140783,MULTIPOINT (-79.4640229792623 43.6789306711569)
394,394,519441,GEORGE ANDERSON PUBLIC SCHOOL ,Toronto District School Board,30 GEORGE ANDERSON DR,519441,30,30 George Anderson Dr,M6M 2Y8,North York,Toronto,George Anderson Public School - Building Grounds,446465,MULTIPOINT (-79.4789480608335 43.7054535329767)
395,395,369629,GEORGE B LITTLE PUBLIC SCHOOL,Toronto District School Board,125 ORTON PARK RD,369629,125,125 Orton Park Rd,M1G 3G9,Scarborough,Toronto,George B Little Junior Public School,108136,MULTIPOINT (-79.2081104450894 43.7711994113319)
396,396,7994619,GEORGE BROWN COLLEGE - CASA LOMA CAMPUS  ,,160 KENDAL AVE,7994619,160,160 Kendal Ave,M5R 1M3,former Toronto,Toronto,,7994616,MULTIPOINT (-79.411045415915 43.6760123431155)
397,397,828085,GEORGE BROWN COLLEGE - ST JAMES CAMPUS  ,,200 KING ST E,828085,200,200 King St E,M5A 3W8,former Toronto,Toronto,,1145266,MULTIPOINT (-79.3701856494981 43.651100464219)
398,398,30017891,GEORGE BROWN COLLEGE - WATERFRONT CAMPUS,,51 DOCKSIDE DR,30017891,51,51 Dockside Dr,M5A 0B6,former Toronto,Toronto,George Brown College,30017866,MULTIPOINT (-79.365469492592 43.6439387824491)
399,399,30032214,GEORGE BROWN COLLEGE - YOUNG CENTRE FOR THE PERFORMING ARTS,,50 TANK HOUSE LN,30032214,50,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,,30029446,MULTIPOINT (-79.357458675327 43.6508509258333)
400,400,8152704,GEORGE HARVEY COLLEGIATE INSTITUTE,Toronto District School Board,1700 KEELE ST,8152704,1700,1700 Keele St,M6M 3W5,York,Toronto,George Harvey Collegiate Institute - Building Grounds,8128677,MULTIPOINT (-79.473699193678 43.6845465069876)
401,401,343513,GEORGE P MACKIE JUNIOR PUBLIC SCHOOL,Toronto District School Board,60 HEATHFIELD DR,343513,60,60 Heathfield Dr,M1M 3B1,Scarborough,Toronto,George P Mackie Junior Public School,110851,MULTIPOINT (-79.2119939725128 43.7393273081079)
402,402,396495,GEORGE PECK PUBLIC SCHOOL,Toronto District School Board,1 WAYNE AVE,396495,1,1 Wayne Ave,M1R 1Y1,Scarborough,Toronto,George Peck Public School,110941,MULTIPOINT (-79.2936351945354 43.7382584753535)
403,403,1018182,GEORGE R GAULD JUNIOR SCHOOL,Toronto District School Board,200 MELROSE ST,1018182,200,200 Melrose St,M8Y 1B7,Etobicoke,Toronto,George R. Gauld Junior Public School,913522,MULTIPOINT (-79.498405687125 43.6205662675783)
404,404,8824026,GEORGE S HENRY ACADEMY,Toronto District School Board,200 GRAYDON HALL DR,8824026,200,200 Graydon Hall Dr,M3A 3A6,North York,Toronto,George S. Henry Academy - Building Grounds,30058565,MULTIPOINT (-79.3399200284936 43.7643599636777)
405,405,9523611,GEORGE SYME COMMUNITY SCHOOL,Toronto District School Board,69 PRITCHARD AVE,9523611,69,69 Pritchard Ave,M6N 1T6,York,Toronto,George Syme Catholic School - Building Grounds,9523610,MULTIPOINT (-79.491126770757 43.6692513829928)
406,406,30091787,GEORGE WEBSTER ELEMENTARY SCHOOL,Toronto District School Board,50 CHAPMAN AVE,30091787,50,50 Chapman Ave,M4B 1C5,East York,Toronto,George E. Webster Public School,7776717,MULTIPOINT (-79.299760623825 43.7010488988453)
407,407,807027,GEORGES ETIENNE CARTIER CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,250 GAINSBOROUGH RD,807027,250,250 Gainsborough Rd,M4L 3C6,former Toronto,Toronto,Georges Etienne Cartier Catholic Elementary School,1140857,MULTIPOINT (-79.3194731119597 43.6779038853844)
408,408,6738446,GEORGES VANIER SECONDARY SCHOOL,Toronto District School Board,3000 DON MILLS RD E,6738446,3000,3000 Don Mills Rd E,M2J 3B6,North York,Toronto,Georges Vanier Secondary School,30044624,MULTIPOINT (-79.3509063859672 43.7831172284439)
409,409,334373,GIBRALTAR LEADERSHIP ACADEMY,,4140 FINCH AVE E,334373,4140,4140 Finch Ave E,M1S 3T9,Scarborough,Toronto,,104799,MULTIPOINT (-79.2901496153717 43.8035730836044)
410,410,11180397,GIVINS SHAW JUNIOR PUBLIC SCHOOL,Toronto District School Board,49 GIVINS ST,11180397,49,49 Givins St,M6J 2X5,former Toronto,Toronto,Givins/Shaw Public School,11180398,MULTIPOINT (-79.4175842923766 43.6464076573477)
411,411,302317,GLAMORGAN JUNIOR PUBLIC SCHOOL,Toronto District School Board,51 ANTRIM CRES,302317,51,51 Antrim Cres,M1P 4N4,Scarborough,Toronto,Glamorgan Junior Public School,107996,MULTIPOINT (-79.2895538318113 43.7713003109162)
412,412,10080042,GLEDHILL JUNIOR PUBLIC SCHOOL,Toronto District School Board,2 GLEDHILL AVE,10080042,2,2 Gledhill Ave,M4C 5K6,East York,Toronto,"Gledhill Junior Public School, Terry Fox Recreation Centre",10080038,MULTIPOINT (-79.3092864659493 43.6875483306854)
413,413,8236855,GLEN AMES SENIOR PUBLIC SCHOOL,Toronto District School Board,18 WILLIAMSON RD,8236855,18,18 Williamson Rd,M4E 1K5,former Toronto,Toronto,Glen Ames Senior Public School,8236854,MULTIPOINT (-79.2984421909583 43.6741488615009)
414,414,576050,GLEN BRIAR ACADEMY ELEMENTARY SCHOOL,,210 WILSON AVE,576050,210,210 Wilson Ave,M5M 3B1,North York,Toronto,Temple Sinai Synagogue,442636,MULTIPOINT (-79.4255563106731 43.7396053552602)
415,415,14038150,GLEN PARK PUBLIC SCHOOL,Toronto District School Board,101 ENGLEMOUNT AVE,14038150,101,101 Englemount Ave,M6B 4L5,North York,Toronto,Glen Park Public School,445733,MULTIPOINT (-79.4357473261606 43.7132238247354)
416,416,9086409,GLEN RAVINE JUNIOR PUBLIC SCHOOL,Toronto District School Board,11 GADSBY DR,9086409,11,11 Gadsby Dr,M1K 4V4,Scarborough,Toronto,Glen Ravine Junior Public School,9086406,MULTIPOINT (-79.2540589454282 43.7382246272196)
417,417,862164,GLENVIEW SENIOR PUBLIC SCHOOL,Toronto District School Board,401 ROSEWELL AVE,862164,401,401 Rosewell Ave,M4R 2B5,former Toronto,Toronto,Glenview Senior Public School,14662186,MULTIPOINT (-79.409524700301 43.7199764434722)
418,418,13502794,GLOBAL EDUCATION ACADEMY,,150 CONSUMERS RD,13502794,150,150 Consumers Rd,M2J 1P9,North York,Toronto,,438551,MULTIPOINT (-79.3313166635542 43.7733946594592)
419,419,383209,GOLF ROAD JUNIOR PUBLIC SCHOOL,Toronto District School Board,730 SCARBOROUGH GOLF CLUB RD,383209,730,730 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Golf Road Junior Public School,108906,MULTIPOINT (-79.2168876729568 43.7639036098219)
420,420,6427428,GORDON A BROWN MIDDLE SCHOOL,Toronto District School Board,2800 ST CLAIR AVE E,6427428,2800,2800 St Clair Ave E,M4B 1N2,East York,Toronto,Gordon A. Brown Middle School,6427437,MULTIPOINT (-79.3053702914276 43.707534131345)
421,421,11267530,GOSFORD PUBLIC SCHOOL,Toronto District School Board,30 GOSFORD BLVD,11267530,30,30 Gosford Blvd,M3N 2G8,North York,Toronto,Gosford Public School,11267531,MULTIPOINT (-79.5213241884271 43.7643184871585)
422,422,10494308,GRACEDALE PUBLIC SCHOOL ,Toronto District School Board,186 GRACEDALE BLVD,10494308,186,186 Gracedale Blvd,M9L 2C1,North York,Toronto,Gracedale Park,10494275,MULTIPOINT (-79.5618421120233 43.753197538015)
423,423,10035226,GRACEFIELD PUBLIC SCHOOL,Toronto District School Board,177 GRACEFIELD AVE,10035226,177,177 Gracefield Ave,M6L 1L7,North York,Toronto,Gracefield Public School,30097198,MULTIPOINT (-79.4914064041562 43.709018391832)
424,424,862651,GRADALE ACADEMY ELEMENTARY SCHOOL,,150 ROXBOROUGH DR,862651,150,150 Roxborough Dr,M4W 1X6,former Toronto,Toronto,,1139760,MULTIPOINT (-79.3735038314655 43.6841753785021)
425,425,1008939,GRADE LEARNING SCHOOL - ETOBICOKE,,1243 ISLINGTON AVE,1008939,1243,1243 Islington Ave,M8X 1Y9,Etobicoke,Toronto,United Church Of God Canada,30067908,MULTIPOINT (-79.5235044284901 43.6459279385559)
426,426,8535197,GRADE LEARNING SCHOOL - TORONTO CENTRAL,,2300 YONGE ST,8535197,2300,2300 Yonge St,M4P 1E4,former Toronto,Toronto,,8535198,MULTIPOINT (-79.3990835234054 43.7071575757632)
427,427,30013530,GREAT LYN INTERNATIONAL ACADEMY,,4789 YONGE ST,30013530,4789,4789 Yonge St,M2N 0G3,North York,Toronto,,9065947,MULTIPOINT (-79.4101604913495 43.7613374700342)
428,428,9178016,GREENHOLME JUNIOR MIDDLE SCHOOL,Toronto District School Board,10 JAMESTOWN CRES,9178016,10,10 Jamestown Cres,M9V 3M5,Etobicoke,Toronto,Greenholme Public School,30081010,MULTIPOINT (-79.582908112082 43.7350715355536)
429,429,13967814,GREENLAND PUBLIC SCHOOL,Toronto District School Board,15 GREENLAND RD,13967814,15,15 Greenland Rd,M3C 1N1,North York,Toronto,Greenland Public School,443122,MULTIPOINT (-79.3385329307779 43.7336070379667)
430,430,2329382,GREENWOOD COLLEGE,,443 MOUNT PLEASANT RD,2329382,443,443 Mount Pleasant Rd,M4S 2L8,former Toronto,Toronto,,2326208,MULTIPOINT (-79.3864431221216 43.7002552401582)
431,431,6624393,GREENWOOD SECONDARY SCHOOL ,Toronto District School Board,800 GREENWOOD AVE,6624393,800,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,6620281,MULTIPOINT (-79.3340895606897 43.6828387343202)
432,432,523752,GRENOBLE PUBLIC SCHOOL,Toronto District School Board,9 GRENOBLE DR,523752,9,9 Grenoble Dr,M3C 1C3,North York,Toronto,Grenoble Public School,30093281,MULTIPOINT (-79.3327597513647 43.7154310882437)
433,433,398141,GREY OWL JUNIOR PUBLIC SCHOOL,Toronto District School Board,150 WICKSON TRL,398141,150,150 Wickson Trl,M1B 1M4,Scarborough,Toronto,Grey Owl Junior Public School,104613,MULTIPOINT (-79.2133003232257 43.8039892965967)
434,434,4166113,GUILDWOOD JUNIOR PUBLIC SCHOOL,Toronto District School Board,225 LIVINGSTON RD,4166113,225,225 Livingston Rd,M1E 1L8,Scarborough,Toronto,Guildwood Junior Public School,4165928,MULTIPOINT (-79.1999866837748 43.7508210711606)
435,435,13967820,GULFSTREAM PUBLIC SCHOOL,Toronto District School Board,20 GULFSTREAM RD,13967820,20,20 Gulfstream Rd,M9M 1S3,North York,Toronto,Gulfstream Public School,442891,MULTIPOINT (-79.5420098021244 43.7390779789322)
436,436,361168,H A HALBERT JUNIOR PUBLIC SCHOOL,Toronto District School Board,25 HALBERT PL,361168,25,25 Halbert Pl,M1M 0E1,Scarborough,Toronto,H. A. Halbert Junior Public School,111483,MULTIPOINT (-79.2317360671938 43.7276495960022)
437,437,7074422,H J ALEXANDER COMMUNITY SCHOOL,Toronto District School Board,30 KING ST,7074422,30,30 King St,M9N 1K9,York,Toronto,H. J. Alexander Community School,7074419,MULTIPOINT (-79.5202286163034 43.7023994674705)
438,438,9344971,HARBORD COLLEGIATE INSTITUTE,Toronto District School Board,286 HARBORD ST,9344971,286,286 Harbord St,M6G 1G5,former Toronto,Toronto,Harbord Collegiate Institute,30074125,MULTIPOINT (-79.4142666153396 43.6612895164804)
439,439,525261,HARRISON PUBLIC SCHOOL,Toronto District School Board,81 HARRISON RD,525261,81,81 Harrison Rd,M2L 1V9,North York,Toronto,Harrison Public School,440270,MULTIPOINT (-79.3773086129257 43.7573684747214)
440,440,66887,HARWOOD PUBLIC SCHOOL,Toronto District School Board,50 LEIGH ST,66887,50,50 Leigh St,M6N 3X3,York,Toronto,Harwood Junior Public School,30098556,MULTIPOINT (-79.4784124771008 43.6761859127687)
441,441,14077730,HAVERGAL COLLEGE SS  ,,1451 AVENUE RD,14077730,1451,1451 Avenue Rd,M5N 2H9,former Toronto,Toronto,,444986,MULTIPOINT (-79.4137176064613 43.7203577469251)
442,442,559940,HAWTHORN SCHOOL FOR GIRLS  ,,101 SCARSDALE RD,559940,101,101 Scarsdale Rd,M3B 2R2,North York,Toronto,,30084194,MULTIPOINT (-79.3547814075086 43.7515555826202)
443,443,30024677,HAWTHORNE TWO BILINGUAL ALTERNATIVE JUNIOR SCHOOL,Toronto District School Board,50 ESSEX ST,30024677,50,50 Essex St,M6G 1T3,former Toronto,Toronto,Essex Junior and Senior School Public School,30017326,MULTIPOINT (-79.4223654834763 43.6682357494066)
444,444,386802,HEATHER HEIGHTS JUNIOR PUBLIC SCHOOL,Toronto District School Board,80 SLAN AVE,386802,80,80 Slan Ave,M1G 3B5,Scarborough,Toronto,Heather Heights Junior Public School,107600,MULTIPOINT (-79.2150687264433 43.7751558784252)
445,445,369701,HENRY HUDSON SENIOR PUBLIC SCHOOL,Toronto District School Board,350 ORTON PARK RD,369701,350,350 Orton Park Rd,M1G 3H4,Scarborough,Toronto,Henry Hudson Junior Public School,107222,MULTIPOINT (-79.2144673665189 43.7777371786683)
