_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
357,357,30006529,EXTRAORDINARY EDUCATION CENTRE,None,PR,None,462 MCNICOLL AVE,Private,30006529,462,McNicoll Ave,462 McNicoll Ave,M2H 2E1,North York,Toronto,None,113001,11484469,462,None,,None,6195,"{'type': 'Point', 'coordinates': (-1372991.2212748749, 5067740.300666138)}"
358,358,54313,F H MILLER JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,300 CALEDONIA RD,English Public,54313,300,Caledonia Rd,300 Caledonia Rd,M6E 4T5,York,Toronto,F. H. Miller Junior Public School,102001,14072354,300,None,,None,481,"{'type': 'Point', 'coordinates': (-1385965.3021937702, 5056834.460526309)}"
359,359,62504,FAIRBANK MEMORIAL COMMUNITY SCHOOL,None,EP,Toronto District School Board,555 HARVIE AVE,English Public,62504,555,Harvie Ave,555 Harvie Ave,M6E 4M2,York,Toronto,Fairbank Memorial Community School - Building Grounds,102001,8067,555,None,,None,648,"{'type': 'Point', 'coordinates': (-1385457.0518150874, 5057615.80522958)}"
360,360,9741283,FAIRBANK PUBLIC SCHOOL,None,EP,Toronto District School Board,2335 DUFFERIN ST,English Public,9741283,2335,Dufferin St,2335 Dufferin St,M6E 3S5,York,Toronto,Fairbank Middle Public School,102001,9741259,2335,None,,None,557,"{'type': 'Point', 'coordinates': (-1384871.4830360352, 5057768.35296063)}"
361,361,373577,FAIRGLEN JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,2200 PHARMACY AVE,English Public,373577,2200,Pharmacy Ave,2200 Pharmacy Ave,M1W 1H8,Scarborough,Toronto,Fairglen Junior Public School,102001,106776,2200,None,,None,8691,"{'type': 'Point', 'coordinates': (-1371988.007645688, 5065148.792544052)}"
362,362,2261459,FAIRMOUNT JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,31 SLOLEY RD,English Public,2261459,31,Sloley Rd,31 Sloley Rd,M1M 1C7,Scarborough,Toronto,Fairmount Junior Public School,102001,2261458,31,None,,None,8967,"{'type': 'Point', 'coordinates': (-1366529.3568161323, 5055970.503412191)}"
363,363,10144967,FATHER HENRY CARR CATHOLIC SECONDARY SCHOOL,None,ES,Toronto Catholic District School Board,1760 MARTIN GROVE RD,English Separate,10144967,1760,Martin Grove Rd,1760 Martin Grove Rd,M9V 3S4,Etobicoke,Toronto,Father Henry Carr,102004,10144951,1760,None,,None,2066,"{'type': 'Point', 'coordinates': (-1395193.8565525683, 5065447.591672995)}"
364,364,14600948,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,None,ES,Toronto Catholic District School Board,28 COLONEL SAMUEL SMITH PARK DR,English Separate,14600948,28,Colonel Samuel Smith Park Dr,28 Colonel Samuel Smith Park Dr,M8V 4B7,Etobicoke,Toronto,"Father John Redmond, Ken Cox Community Centre",102004,30016383,28,None,,None,15629,"{'type': 'Point', 'coordinates': (-1393236.7283658846, 5048184.933579261)}"
365,365,1035168,FATHER SERRA CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,111 SUN ROW DR,English Separate,1035168,111,Sun Row Dr,111 Sun Row Dr,M9P 3J3,Etobicoke,Toronto,Father Serra Catholic School,102003,909192,111,None,,None,2554,"{'type': 'Point', 'coordinates': (-1392210.7970232926, 5058721.389720792)}"
366,366,8014986,FAYWOOD ARTS BASED CURRICULUM SCHOOL,None,EP,Toronto District School Board,95 FAYWOOD BLVD,English Public,8014986,95,Faywood Blvd,95 Faywood Blvd,M3H 2X5,North York,Toronto,Faywood Arts-Based Curriculum School,102001,442642,95,None,,None,5570,"{'type': 'Point', 'coordinates': (-1383337.809631646, 5062783.771989451)}"
367,367,515284,FENSIDE PUBLIC SCHOOL,None,EP,Toronto District School Board,131 FENSIDE DR,English Public,515284,131,Fenside Dr,131 Fenside Dr,M3A 2V9,North York,Toronto,Fenside Public School,102001,439443,131,None,,None,5578,"{'type': 'Point', 'coordinates': (-1373138.5322675966, 5063031.796485903)}"
368,368,8007871,FERN AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,128 FERN AVE,English Public,8007871,128,Fern Ave,128 Fern Ave,M6R 1K3,former Toronto,Toronto,Fern Avenue Public School,102001,14017573,128,None,,None,591,"{'type': 'Point', 'coordinates': (-1386075.1373582054, 5052244.2090932615)}"
369,369,9655345,FIELDSTONE DAY SCHOOL,None,PR,None,2999 DUFFERIN ST,Private,9655345,2999,Dufferin St,2999 Dufferin St,M6B 3T4,North York,Toronto,None,115001,9655343,2999,None,,None,557,"{'type': 'Point', 'coordinates': (-1384700.4460069898, 5059815.363284937)}"
370,370,9655345,FIELDSTONE KING'S COLLEGE SCHOOL,None,PR,None,2999 DUFFERIN ST,Private,9655345,2999,Dufferin St,2999 Dufferin St,M6B 3T4,North York,Toronto,None,115001,9655343,2999,None,,None,557,"{'type': 'Point', 'coordinates': (-1384700.4460069898, 5059815.363284937)}"
371,371,4429315,FINCH AT WARDEN ADULT EDUCATION CENTRE,None,ES,Toronto Catholic District School Board,3430 FINCH AVE E,English Separate,4429315,3430,Finch Ave E,3430 Finch Ave E,M1W 2R5,Scarborough,Toronto,None,115001,4435020,3430,None,,None,5589,"{'type': 'Point', 'coordinates': (-1371006.4767297455, 5066362.369737882)}"
372,372,9084973,FINCH PUBLIC SCHOOL,None,EP,Toronto District School Board,277 FINCH AVE E,English Public,9084973,277,Finch Ave E,277 Finch Ave E,M2N 4S3,North York,Toronto,Finch Public School,102001,9084975,277,None,,None,5589,"{'type': 'Point', 'coordinates': (-1377877.7176960132, 5066570.939356372)}"
373,373,880193,FIRESIDE ANALYTICS,None,PR,None,11 WATKINSON AVE,Private,880193,11,Watkinson Ave,11 Watkinson Ave,M6P 2E6,former Toronto,Toronto,None,112001,14014145,11,None,,None,4637,"{'type': 'Point', 'coordinates': (-1386598.6255873514, 5054784.55864004)}"
374,374,3062806,FIRGROVE PUBLIC SCHOOL,None,EP,Toronto District School Board,270 FIRGROVE CRES,English Public,3062806,270,Firgrove Cres,270 Firgrove Cres,M3N 1K8,North York,Toronto,Firgrove Public School,102001,30092050,270,None,,None,5594,"{'type': 'Point', 'coordinates': (-1388879.560921148, 5065699.267225496)}"
375,375,30055925,FISHERVILLE SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,425 PATRICIA AVE,English Public,30055925,425,Patricia Ave,425 Patricia Ave,M2R 2N1,North York,Toronto,None,102001,7156908,425,None,,None,6386,"{'type': 'Point', 'coordinates': (-1381575.8347429922, 5067635.356478384)}"
376,376,4124712,FLEMING PUBLIC SCHOOL,None,EP,Toronto District School Board,20 LITTLES RD,English Public,4124712,20,Littles Rd,20 Littles Rd,M1B 5B5,Scarborough,Toronto,Fleming Public School,102001,4124713,20,None,,None,19464,"{'type': 'Point', 'coordinates': (-1361529.565749833, 5066027.6689567575)}"
377,377,7062866,FLEMINGTON PUBLIC SCHOOL,None,EP,Toronto District School Board,10 FLEMINGTON RD,English Public,7062866,10,Flemington Rd,10 Flemington Rd,M6A 2N4,North York,Toronto,Flemington Public School,102001,7062864,10,None,,None,5608,"{'type': 'Point', 'coordinates': (-1383738.6769532464, 5060538.103395873)}"
378,378,7273342,FOREST HILL ACADEMY SECONDARY SCHOOL,None,PR,None,439 SPADINA RD,Private,7273342,439,Spadina Rd,439 Spadina Rd,M5P 3M6,former Toronto,Toronto,None,107010,7273310,439,None,,None,4428,"{'type': 'Point', 'coordinates': (-1382075.266588851, 5056429.6320362175)}"
379,379,800884,FOREST HILL COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,730 EGLINTON AVE W,English Public,800884,730,Eglinton Ave W,730 Eglinton Ave W,M5N 1B9,former Toronto,Toronto,Forest Hill Collegiate Institute,102002,1138689,730,None,,None,571,"{'type': 'Point', 'coordinates': (-1382375.651094747, 5058151.867655165)}"
380,380,797816,FOREST HILL JUNIOR & SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,78 DUNLOE RD,English Public,797816,78,Dunloe Rd,78 Dunloe Rd,M5P 2T6,former Toronto,Toronto,Forest Hill Public School,102001,1139009,78,None,,None,3338,"{'type': 'Point', 'coordinates': (-1382004.0593480903, 5057139.948071015)}"
381,381,7103267,FOREST HILL MONTESSORI - ELEMENTARY CAMPUS,None,PR,None,585 CRANBROOKE AVE,Private,7103267,585,Cranbrooke Ave,585 Cranbrooke Ave,M6A 2X9,North York,Toronto,None,102005,7103206,585,None,,None,3234,"{'type': 'Point', 'coordinates': (-1382444.5729548084, 5060592.145073302)}"
382,382,517448,FOREST MANOR PUBLIC SCHOOL,None,EP,Toronto District School Board,25 FOREST MANOR RD,English Public,517448,25,Forest Manor Rd,25 Forest Manor Rd,M2J 1M4,North York,Toronto,Forest Manor Public School,102001,30095974,25,None,,None,5625,"{'type': 'Point', 'coordinates': (-1374072.2898701248, 5064045.962735983)}"
383,383,334378,FRANCIS LIBERMANN CATHOLIC HIGH SCHOOL,None,ES,Toronto Catholic District School Board,4640 FINCH AVE E,English Separate,334378,4640,Finch Ave E,4640 Finch Ave E,M1S 4G2,Scarborough,Toronto,Francis Libermann Catholic High School,102004,104469,4640,None,,None,5589,"{'type': 'Point', 'coordinates': (-1367472.591231476, 5066630.460622429)}"
384,384,50146,FRANK OKE SECONDARY SCHOOL,None,EP,Toronto District School Board,500 ALLIANCE AVE,English Public,50146,500,Alliance Ave,500 Alliance Ave,M6N 2H8,York,Toronto,Frank Oke Secondary School - Building Grounds,102002,9096,500,None,,None,407,"{'type': 'Point', 'coordinates': (-1388565.4869444561, 5056750.409057332)}"
385,385,7570431,FRANKLAND COMMUNITY SCHOOL,None,EP,Toronto District School Board,816 LOGAN AVE,English Public,7570431,816,Logan Ave,816 Logan Ave,M4K 3E1,former Toronto,Toronto,"Frankland Community School, Frankland Community Centre",106007,14021507,816,None,,None,228,"{'type': 'Point', 'coordinates': (-1377353.913154019, 5053746.841493543)}"
386,386,30026375,FRASER MUSTARD EARLY LEARNING ACADEMY,None,EP,Toronto District School Board,82 THORNCLIFFE PARK DR,English Public,30026375,82,Thorncliffe Park Dr,82 Thorncliffe Park Dr,M4H 0A2,East York,Toronto,None,102001,3829449,82,None,,None,354,"{'type': 'Point', 'coordinates': (-1376027.783825459, 5056777.669930277)}"
387,387,336737,GALLOWAY ROAD PUBLIC SCHOOL,None,EP,Toronto District School Board,192 GALLOWAY RD,English Public,336737,192,Galloway Rd,192 Galloway Rd,M1E 1X2,Scarborough,Toronto,Galloway Road Public School,102001,108571,192,None,,None,7948,"{'type': 'Point', 'coordinates': (-1362451.1401861156, 5060280.197266635)}"
388,388,13972613,GAP ACADEMY  ,None,PR,None,4 JOHN ST,Private,13972613,4,John St,4 John St,M9N 1J3,York,Toronto,None,100001,20055090,4,None,,None,9831,"{'type': 'Point', 'coordinates': (-1390207.2201350303, 5059984.372039461)}"
389,389,807559,GARDEN AVENUE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,225 GARDEN AVE,English Public,807559,225,Garden Ave,225 Garden Ave,M6R 1H9,former Toronto,Toronto,Garden Avenue Public School,102001,14017612,225,None,,None,9807,"{'type': 'Point', 'coordinates': (-1386376.440286134, 5052088.252601051)}"
390,390,8929147,GATEWAY PUBLIC SCHOOL,None,EP,Toronto District School Board,55 GATEWAY BLVD,English Public,8929147,55,Gateway Blvd,55 Gateway Blvd,M3C 1B4,North York,Toronto,Gateway Public School,102001,8929149,55,None,,None,5672,"{'type': 'Point', 'coordinates': (-1374836.469745011, 5057195.224712543)}"
391,391,319504,GENERAL BROCK PUBLIC SCHOOL,None,EP,Toronto District School Board,140 CHESTNUT CRES,English Public,319504,140,Chestnut Cres,140 Chestnut Cres,M1L 1Y5,Scarborough,Toronto,General Brock Public School,102001,30055414,140,None,,None,7580,"{'type': 'Point', 'coordinates': (-1370089.0465791393, 5056754.35927208)}"
392,392,4605063,GENERAL CRERAR PUBLIC SCHOOL,None,EP,Toronto District School Board,30 MCGREGOR RD,English Public,4605063,30,McGregor Rd,30 McGregor Rd,M1P 1C8,Scarborough,Toronto,General Crerar Public School,102001,14668247,30,None,,None,8460,"{'type': 'Point', 'coordinates': (-1369698.2573061492, 5059881.8178824615)}"
393,393,877576,GENERAL MERCER JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,30 TURNBERRY AVE,English Public,877576,30,Turnberry Ave,30 Turnberry Ave,M6N 1P8,former Toronto,Toronto,General Mercer Junior Public School,102001,1140783,30,None,,None,4576,"{'type': 'Point', 'coordinates': (-1386528.1587482144, 5056379.575645369)}"
394,394,519441,GEORGE ANDERSON PUBLIC SCHOOL ,None,EP,Toronto District School Board,30 GEORGE ANDERSON DR,English Public,519441,30,George Anderson Dr,30 George Anderson Dr,M6M 2Y8,North York,Toronto,George Anderson Public School - Building Grounds,102001,446465,30,None,,None,5677,"{'type': 'Point', 'coordinates': (-1386951.0616400538, 5059647.584356956)}"
395,395,369629,GEORGE B LITTLE PUBLIC SCHOOL,None,EP,Toronto District School Board,125 ORTON PARK RD,English Public,369629,125,Orton Park Rd,125 Orton Park Rd,M1G 3G9,Scarborough,Toronto,George B Little Junior Public School,102001,108136,125,None,,None,8622,"{'type': 'Point', 'coordinates': (-1363196.8603434253, 5061209.513784754)}"
396,396,7994619,GEORGE BROWN COLLEGE - CASA LOMA CAMPUS  ,None,C,None,160 KENDAL AVE,None,7994619,160,Kendal Ave,160 Kendal Ave,M5R 1M3,former Toronto,Toronto,None,102006,7994616,160,None,,None,3762,"{'type': 'Point', 'coordinates': (-1382339.0820647771, 5054925.163844902)}"
397,397,828085,GEORGE BROWN COLLEGE - ST JAMES CAMPUS  ,None,C,None,200 KING ST E,None,828085,200,King St E,200 King St E,M5A 3W8,former Toronto,Toronto,None,102007,1145266,200,None,,None,3779,"{'type': 'Point', 'coordinates': (-1379771.3477783054, 5051285.6227895)}"
398,398,30017891,GEORGE BROWN COLLEGE - WATERFRONT CAMPUS,None,C,None,51 DOCKSIDE DR,None,30017891,51,Dockside Dr,51 Dockside Dr,M5A 0B6,former Toronto,Toronto,George Brown College,102006,30017866,51,None,,None,19432,"{'type': 'Point', 'coordinates': (-1379600.188859955, 5050388.98865402)}"
399,399,30032214,GEORGE BROWN COLLEGE - YOUNG CENTRE FOR THE PERFORMING ARTS,None,C,None,50 TANK HOUSE LN,None,30032214,50,Tank House Lane,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,None,115001,30029446,50,None,,None,19560,"{'type': 'Point', 'coordinates': (-1378751.157238827, 5050987.469885929)}"
400,400,8152704,GEORGE HARVEY COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,1700 KEELE ST,English Public,8152704,1700,Keele St,1700 Keele St,M6M 3W5,York,Toronto,George Harvey Collegiate Institute - Building Grounds,102002,8128677,1700,None,,None,703,"{'type': 'Point', 'coordinates': (-1387143.54758725, 5057210.736405897)}"
401,401,343513,GEORGE P MACKIE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,60 HEATHFIELD DR,English Public,343513,60,Heathfield Dr,60 Heathfield Dr,M1M 3B1,Scarborough,Toronto,George P Mackie Junior Public School,102001,110851,60,None,,None,8089,"{'type': 'Point', 'coordinates': (-1364436.5631561794, 5057747.789368736)}"
402,402,396495,GEORGE PECK PUBLIC SCHOOL,None,EP,Toronto District School Board,1 WAYNE AVE,English Public,396495,1,Wayne Ave,1 Wayne Ave,M1R 1Y1,Scarborough,Toronto,George Peck Public School,102001,110941,1,None,,None,9197,"{'type': 'Point', 'coordinates': (-1371048.0554558912, 5059353.367712136)}"
403,403,1018182,GEORGE R GAULD JUNIOR SCHOOL,None,EP,Toronto District School Board,200 MELROSE ST,English Public,1018182,200,Melrose St,200 Melrose St,M8Y 1B7,Etobicoke,Toronto,George R. Gauld Junior Public School,102001,913522,200,None,,None,2097,"{'type': 'Point', 'coordinates': (-1391022.4873525128, 5050624.32309333)}"
404,404,8824026,GEORGE S HENRY ACADEMY,None,EP,Toronto District School Board,200 GRAYDON HALL DR,English Public,8824026,200,Graydon Hall Dr,200 Graydon Hall Dr,M3A 3A6,North York,Toronto,George S. Henry Academy - Building Grounds,102002,30058565,200,None,,None,5741,"{'type': 'Point', 'coordinates': (-1374014.5093060317, 5063236.22756777)}"
405,405,9523611,GEORGE SYME COMMUNITY SCHOOL,None,EP,Toronto District School Board,69 PRITCHARD AVE,English Public,9523611,69,Pritchard Ave,69 Pritchard Ave,M6N 1T6,York,Toronto,George Syme Catholic School - Building Grounds,102001,9523610,69,None,,None,825,"{'type': 'Point', 'coordinates': (-1389000.3867229167, 5055882.552959933)}"
406,406,30091787,GEORGE WEBSTER ELEMENTARY SCHOOL,None,EP,Toronto District School Board,50 CHAPMAN AVE,English Public,30091787,50,Chapman Ave,50 Chapman Ave,M4B 1C5,East York,Toronto,George E. Webster Public School,102001,7776717,50,None,,None,59,"{'type': 'Point', 'coordinates': (-1372628.2497592748, 5055345.78970357)}"
407,407,807027,GEORGES ETIENNE CARTIER CATHOLIC ELEMENTARY SCHOOL,None,FS,Conseil scolaire de district catholique Centre-Sud,250 GAINSBOROUGH RD,French Separate,807027,250,Gainsborough Rd,250 Gainsborough Rd,M4L 3C6,former Toronto,Toronto,Georges Etienne Cartier Catholic Elementary School,102003,1140857,250,None,,None,3475,"{'type': 'Point', 'coordinates': (-1374894.3942136916, 5053189.799332107)}"
408,408,6738446,GEORGES VANIER SECONDARY SCHOOL,None,EP,Toronto District School Board,3000 DON MILLS RD E,English Public,6738446,3000,Don Mills Rd E,3000 Don Mills Rd E,M2J 3B6,North York,Toronto,Georges Vanier Secondary School,102002,30044624,3000,None,,None,5398,"{'type': 'Point', 'coordinates': (-1374349.9324437224, 5065554.722427245)}"
409,409,334373,GIBRALTAR LEADERSHIP ACADEMY,None,PR,None,4140 FINCH AVE E,Private,334373,4140,Finch Ave E,4140 Finch Ave E,M1S 3T9,Scarborough,Toronto,None,113001,104799,4140,None,,None,5589,"{'type': 'Point', 'coordinates': (-1368859.3933433602, 5066540.989956318)}"
410,410,11180397,GIVINS SHAW JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,49 GIVINS ST,English Public,11180397,49,Givins St,49 Givins St,M6J 2X5,former Toronto,Toronto,Givins/Shaw Public School,102002,11180398,49,None,,None,3505,"{'type': 'Point', 'coordinates': (-1383735.6899077864, 5051772.403903487)}"
411,411,302317,GLAMORGAN JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,51 ANTRIM CRES,English Public,302317,51,Antrim Cres,51 Antrim Cres,M1P 4N4,Scarborough,Toronto,Glamorgan Junior Public School,102001,107996,51,None,,None,7216,"{'type': 'Point', 'coordinates': (-1369754.2812096647, 5062940.564029056)}"
412,412,10080042,GLEDHILL JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,2 GLEDHILL AVE,English Public,10080042,2,Gledhill Ave,2 Gledhill Ave,M4C 5K6,East York,Toronto,"Gledhill Junior Public School, Terry Fox Recreation Centre",106007,10080038,2,None,,None,159,"{'type': 'Point', 'coordinates': (-1373790.821460855, 5054046.363865323)}"
413,413,8236855,GLEN AMES SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,18 WILLIAMSON RD,English Public,8236855,18,Williamson Rd,18 Williamson Rd,M4E 1K5,former Toronto,Toronto,Glen Ames Senior Public School,102001,8236854,18,None,,None,4686,"{'type': 'Point', 'coordinates': (-1373306.9011754075, 5052326.703138554)}"
414,414,576050,GLEN BRIAR ACADEMY ELEMENTARY SCHOOL,None,PR,None,210 WILSON AVE,Private,576050,210,Wilson Ave,210 Wilson Ave,M5M 3B1,North York,Toronto,Temple Sinai Synagogue,109001,442636,210,None,,None,4693,"{'type': 'Point', 'coordinates': (-1381641.2695160257, 5062305.171866802)}"
415,415,14038150,GLEN PARK PUBLIC SCHOOL,None,EP,Toronto District School Board,101 ENGLEMOUNT AVE,English Public,14038150,101,Englemount Ave,101 Englemount Ave,M6B 4L5,North York,Toronto,Glen Park Public School,102001,445733,101,None,,None,5517,"{'type': 'Point', 'coordinates': (-1383238.5261148247, 5059589.232404483)}"
416,416,9086409,GLEN RAVINE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,11 GADSBY DR,English Public,9086409,11,Gadsby Dr,11 Gadsby Dr,M1K 4V4,Scarborough,Toronto,Glen Ravine Junior Public School,102001,9086406,11,None,,None,7942,"{'type': 'Point', 'coordinates': (-1367859.1448030302, 5058512.756256256)}"
417,417,862164,GLENVIEW SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,401 ROSEWELL AVE,English Public,862164,401,Rosewell Ave,401 Rosewell Ave,M4R 2B5,former Toronto,Toronto,Glenview Senior Public School,102001,14662186,401,None,,None,4323,"{'type': 'Point', 'coordinates': (-1380925.7146887698, 5059781.2087267805)}"
418,418,13502794,GLOBAL EDUCATION ACADEMY,None,PR,None,150 CONSUMERS RD,Private,13502794,150,Consumers Rd,150 Consumers Rd,M2J 1P9,North York,Toronto,None,112001,438551,150,None,,None,5264,"{'type': 'Point', 'coordinates': (-1373056.971887231, 5064058.157999295)}"
419,419,383209,GOLF ROAD JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,730 SCARBOROUGH GOLF CLUB RD,English Public,383209,730,Scarborough Golf Club Rd,730 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Golf Road Junior Public School,102001,108906,730,None,,None,8891,"{'type': 'Point', 'coordinates': (-1364116.14952404, 5060583.3773647295)}"
420,420,6427428,GORDON A BROWN MIDDLE SCHOOL,None,EP,Toronto District School Board,2800 ST CLAIR AVE E,English Public,6427428,2800,St Clair Ave E,2800 St Clair Ave E,M4B 1N2,East York,Toronto,Gordon A. Brown Middle School,102001,6427437,2800,None,,None,339,"{'type': 'Point', 'coordinates': (-1372891.3424536868, 5056185.692827539)}"
421,421,11267530,GOSFORD PUBLIC SCHOOL,None,EP,Toronto District School Board,30 GOSFORD BLVD,English Public,11267530,30,Gosford Blvd,30 Gosford Blvd,M3N 2G8,North York,Toronto,Gosford Public School,102001,11267531,30,None,,None,5724,"{'type': 'Point', 'coordinates': (-1388629.3693313857, 5067098.943640571)}"
422,422,10494308,GRACEDALE PUBLIC SCHOOL ,None,EP,Toronto District School Board,186 GRACEDALE BLVD,English Public,10494308,186,Gracedale Blvd,186 Gracedale Blvd,M9L 2C1,North York,Toronto,Gracedale Park,102001,10494275,186,None,,None,5728,"{'type': 'Point', 'coordinates': (-1392222.7443083199, 5066731.380346901)}"
423,423,10035226,GRACEFIELD PUBLIC SCHOOL,None,EP,Toronto District School Board,177 GRACEFIELD AVE,English Public,10035226,177,Gracefield Ave,177 Gracefield Ave,M6L 1L7,North York,Toronto,Gracefield Public School,102001,30097198,177,None,,None,5729,"{'type': 'Point', 'coordinates': (-1387850.683483729, 5060310.319044058)}"
424,424,862651,GRADALE ACADEMY ELEMENTARY SCHOOL,None,PR,None,150 ROXBOROUGH DR,Private,862651,150,Roxborough Dr,150 Roxborough Dr,M4W 1X6,former Toronto,Toronto,None,100001,1139760,150,None,,None,4330,"{'type': 'Point', 'coordinates': (-1379070.5538765336, 5055034.065403474)}"
425,425,1008939,GRADE LEARNING SCHOOL - ETOBICOKE,None,PR,None,1243 ISLINGTON AVE,Private,1008939,1243,Islington Ave,1243 Islington Ave,M8X 1Y9,Etobicoke,Toronto,United Church Of God Canada,109001,30067908,1243,None,,None,1863,"{'type': 'Point', 'coordinates': (-1392301.7037046782, 5053982.062846839)}"
426,426,8535197,GRADE LEARNING SCHOOL - TORONTO CENTRAL,None,PR,None,2300 YONGE ST,Private,8535197,2300,Yonge St,2300 Yonge St,M4P 1E4,former Toronto,Toronto,None,104008,8535198,2300,None,,None,4733,"{'type': 'Point', 'coordinates': (-1380460.0857471228, 5058133.6104981825)}"
427,427,30013530,GREAT LYN INTERNATIONAL ACADEMY,None,PR,None,4789 YONGE ST,Private,30013530,4789,Yonge St,4789 Yonge St,M2N 0G3,North York,Toronto,None,104008,9065947,4789,None,,None,4733,"{'type': 'Point', 'coordinates': (-1379761.8702651989, 5064393.307678644)}"
428,428,9178016,GREENHOLME JUNIOR MIDDLE SCHOOL,None,EP,Toronto District School Board,10 JAMESTOWN CRES,English Public,9178016,10,Jamestown Cres,10 Jamestown Cres,M9V 3M5,Etobicoke,Toronto,Greenholme Public School,102001,30081010,10,None,,None,1870,"{'type': 'Point', 'coordinates': (-1394457.439010648, 5065168.613989174)}"
429,429,13967814,GREENLAND PUBLIC SCHOOL,None,EP,Toronto District School Board,15 GREENLAND RD,English Public,13967814,15,Greenland Rd,15 Greenland Rd,M3C 1N1,North York,Toronto,Greenland Public School,102001,443122,15,None,,None,5751,"{'type': 'Point', 'coordinates': (-1374802.966884743, 5059787.68167154)}"
430,430,2329382,GREENWOOD COLLEGE,None,PR,None,443 MOUNT PLEASANT RD,Private,2329382,443,Mount Pleasant Rd,443 Mount Pleasant Rd,M4S 2L8,former Toronto,Toronto,None,104008,2326208,443,None,,None,4022,"{'type': 'Point', 'coordinates': (-1379643.082688272, 5057097.177486457)}"
431,431,6624393,GREENWOOD SECONDARY SCHOOL ,None,EP,Toronto District School Board,800 GREENWOOD AVE,English Public,6624393,800,Greenwood Ave,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,102002,6620281,800,None,,None,181,"{'type': 'Point', 'coordinates': (-1375929.5763868054, 5054048.480292454)}"
432,432,523752,GRENOBLE PUBLIC SCHOOL,None,EP,Toronto District School Board,9 GRENOBLE DR,English Public,523752,9,Grenoble Dr,9 Grenoble Dr,M3C 1C3,North York,Toronto,Grenoble Public School,102001,30093281,9,None,,None,5756,"{'type': 'Point', 'coordinates': (-1374869.2848153843, 5057644.294835069)}"
433,433,398141,GREY OWL JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,150 WICKSON TRL,English Public,398141,150,Wickson Trl,150 Wickson Trl,M1B 1M4,Scarborough,Toronto,Grey Owl Junior Public School,102001,104613,150,None,,None,9227,"{'type': 'Point', 'coordinates': (-1362660.7877815329, 5064964.237935105)}"
434,434,4166113,GUILDWOOD JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,225 LIVINGSTON RD,English Public,4166113,225,Livingston Rd,225 Livingston Rd,M1E 1L8,Scarborough,Toronto,Guildwood Junior Public School,102001,4165928,225,None,,None,8348,"{'type': 'Point', 'coordinates': (-1363134.7800415764, 5058772.712571216)}"
435,435,13967820,GULFSTREAM PUBLIC SCHOOL,None,EP,Toronto District School Board,20 GULFSTREAM RD,English Public,13967820,20,Gulfstream Rd,20 Gulfstream Rd,M9M 1S3,North York,Toronto,Gulfstream Public School,102001,442891,20,None,,None,5766,"{'type': 'Point', 'coordinates': (-1391042.4909868778, 5064736.125588009)}"
436,436,361168,H A HALBERT JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,25 HALBERT PL,English Public,361168,25,Halbert Pl,25 Halbert Pl,M1M 0E1,Scarborough,Toronto,H. A. Halbert Junior Public School,102001,111483,25,None,,None,8056,"{'type': 'Point', 'coordinates': (-1366367.62226788, 5056865.70687256)}"
