_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
965,965,4650231,ST MARGARET'S PUBLIC SCHOOL,None,EP,Toronto District School Board,235 GALLOWAY RD,English Public,4650231,235,Galloway Rd,235 Galloway Rd,M1E 1X5,Scarborough,Toronto,St. Margaret's Public School,102001,30025638,235,None,,None,7948,"{""coordinates"": [[329289.72278048686, 4847598.569178599]], ""type"": ""MultiPoint""}"
966,966,300816,ST MARGUERITE BOURGEOYS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,75 ALEXMUIR BLVD,English Separate,300816,75,Alexmuir Blvd,75 Alexmuir Blvd,M1V 1H6,Scarborough,Toronto,St. Marguerite Bourgeoys Catholic School,102003,104354,75,None,,None,7182,"{""coordinates"": [[322090.9121611044, 4852051.047553588]], ""type"": ""MultiPoint""}"
967,967,10142951,ST MARGUERITE D'YOUVILLE CATHOLIC ELEMENTARY SCHOOL,None,FS,Conseil scolaire de district catholique Centre-Sud,755 ROYAL YORK RD,French Separate,10142951,755,Royal York Rd,755 Royal York Rd,M8Y 2T3,Etobicoke,Toronto,None,115001,10142922,755,None,,None,2413,"{""coordinates"": [[304309.03688486293, 4832889.835371532]], ""type"": ""MultiPoint""}"
968,968,350045,ST MARIA GORETTI CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,21 KENMARK BLVD,English Separate,350045,21,Kenmark Blvd,21 Kenmark Blvd,M1K 3N8,Scarborough,Toronto,St. Maria Goretti Catholic School,102003,111374,21,None,,None,8220,"{""coordinates"": [[323657.85568162974, 4843345.771067555]], ""type"": ""MultiPoint""}"
969,969,7940024,ST MARK CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,45 CLOVERHILL RD,English Separate,7940024,45,Cloverhill Rd,45 Cloverhill Rd,M8Y 1T4,Etobicoke,Toronto,St. Mark Catholic School,102003,7940021,45,None,,None,1363,"{""coordinates"": [[305591.21565310523, 4832727.905371965]], ""type"": ""MultiPoint""}"
970,970,10257820,ST MARTHA CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,1865 SHEPPARD AVE W,English Separate,10257820,1865,Sheppard Ave W,1865 Sheppard Ave W,M3L 1Y5,North York,Toronto,St. Martha Catholic School,102003,10257821,1865,None,,None,6699,"{""coordinates"": [[304624.30008826376, 4844551.841285046]], ""type"": ""MultiPoint""}"
971,971,365462,ST MARTIN DE PORRES CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,230 MORNINGSIDE AVE,English Separate,365462,230,Morningside Ave,230 Morningside Ave,M1E 3E1,Scarborough,Toronto,St. Martin de Porres Catholic School,102003,108387,230,None,,None,4015,"{""coordinates"": [[330057.291641779, 4847493.926179255]], ""type"": ""MultiPoint""}"
972,972,795079,ST MARY CATHOLIC ACADEMY SECONDARY SCHOOL,None,ES,Toronto Catholic District School Board,66 DUFFERIN PARK AVE,English Separate,795079,66,Dufferin Park Ave,66 Dufferin Park Ave,M6H 1J6,former Toronto,Toronto,St. Mary Catholic Academy,102004,1144305,66,None,,None,3328,"{""coordinates"": [[310272.5408780866, 4835317.895804869]], ""type"": ""MultiPoint""}"
973,973,8457265,ST MARY CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,20 PORTUGAL SQ,English Separate,8457265,20,Portugal Sq,20 Portugal Sq,M6J 3P2,former Toronto,Toronto,St. Mary Catholic School,102003,14674139,20,None,,None,4211,"{""coordinates"": [[312493.7104530425, 4833992.523991526]], ""type"": ""MultiPoint""}"
974,974,10364883,ST MARY OF THE ANGELS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,1477 DUFFERIN ST,English Separate,10364883,1477,Dufferin St,1477 Dufferin St,M6H 4C7,former Toronto,Toronto,St. Mary Of The Angels Catholic School,102003,10364636,1477,None,,None,557,"{""coordinates"": [[309614.9700307712, 4836908.850535698]], ""type"": ""MultiPoint""}"
975,975,10635876,ST MATTHEW CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,18 LAVENDER RD,English Separate,10635876,18,Lavender Rd,18 Lavender Rd,M6N 2B5,York,Toronto,St. Matthew Catholic School,102003,14072375,18,None,,None,731,"{""coordinates"": [[307382.57544869627, 4837848.189418139]], ""type"": ""MultiPoint""}"
976,976,571309,ST MATTHIAS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,101 VAN HORNE AVE,English Separate,571309,101,Van Horne Ave,101 Van Horne Ave,M2J 2S8,North York,Toronto,St. Matthias Catholic School,102003,437364,101,None,,None,6984,"{""coordinates"": [[316112.3071610879, 4849445.144154684]], ""type"": ""MultiPoint""}"
977,977,1011124,ST MAURICE CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,45 KINGSVIEW BLVD,English Separate,1011124,45,Kingsview Blvd,45 Kingsview Blvd,M9R 1T7,Etobicoke,Toronto,St. Maurice Catholic School,102003,30092086,45,None,,None,1929,"{""coordinates"": [[300453.0547224671, 4839762.994230705]], ""type"": ""MultiPoint""}"
978,978,8351474,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 1,None,ES,Toronto Catholic District School Board,50 GEORGE ST S,English Separate,8351474,50,George St S,50 George St S,M5A 4B2,former Toronto,Toronto,St. Michael Catholic School,102003,8351473,50,None,,None,3493,"{""coordinates"": [[315314.1179564318, 4834228.91088551]], ""type"": ""MultiPoint""}"
979,979,6168187,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 2,None,ES,Toronto Catholic District School Board,49 HENRY LANE TER,English Separate,6168187,49,Henry Lane Ter,49 Henry Lane Ter,M5A 4B5,former Toronto,Toronto,None,115001,6168193,49,None,,None,3645,"{""coordinates"": [[315314.2839536899, 4834109.158906899]], ""type"": ""MultiPoint""}"
980,980,2184376,ST MICHAEL FRENCH CATHOLIC ELEMENTARY SCHOOL,None,FS,Conseil scolaire de district catholique Centre-Sud,29 MEADOWVALE RD,French Separate,2184376,29,Meadowvale Rd,29 Meadowvale Rd,M1C 1R7,Scarborough,Toronto,None,100001,2184375,29,None,,None,8470,"{""coordinates"": [[332410.45025163575, 4848666.499915064]], ""type"": ""MultiPoint""}"
981,981,773895,ST MICHAEL'S CHOIR SCHOOL - CHORAL BLDG,None,ES,Toronto Catholic District School Board,66 BOND ST,English Separate,773895,66,Bond St,66 Bond St,M5B 1X2,former Toronto,Toronto,St. Michael Choir Jr,102003,1144656,66,None,,None,3029,"{""coordinates"": [[314634.7280952664, 4835019.703759684]], ""type"": ""MultiPoint""}"
982,982,773896,ST MICHAEL'S CHOIR SCHOOL - ELEMENTARY,None,ES,Toronto Catholic District School Board,67 BOND ST,English Separate,773896,67,Bond St,67 Bond St,M5B 1X5,former Toronto,Toronto,St. Michael Choir Sr,102007,1144656,67,None,,None,3029,"{""coordinates"": [[314666.1090906435, 4835062.0937514035]], ""type"": ""MultiPoint""}"
983,983,773893,ST MICHAEL'S CHOIR SCHOOL - GYMNASIUM BLDG,None,ES,Toronto Catholic District School Board,56 BOND ST,English Separate,773893,56,Bond St,56 Bond St,M5B 1X2,former Toronto,Toronto,St Michaels Parish Hall,109001,1144656,56,None,,None,3029,"{""coordinates"": [[314631.0160952696, 4834990.621764966]], ""type"": ""MultiPoint""}"
984,984,14205177,ST MICHAEL'S CHOIR SCHOOL - SECONDARY,None,ES,Toronto Catholic District School Board,69 BOND ST,English Separate,14205177,69,Bond St,69 Bond St,M5B 1X4,former Toronto,Toronto,None,115001,1144656,69,None,,None,3029,"{""coordinates"": [[314662.6940914804, 4835072.134749693]], ""type"": ""MultiPoint""}"
985,985,8837322,ST MICHAEL'S COLLEGE   ,None,PR,None,1515 BATHURST ST,Private,8837322,1515,Bathurst St,1515 Bathurst St,M5P 3H4,York,Toronto,None,115001,8837318,1515,None,,None,436,"{""coordinates"": [[311444.9927370808, 4838316.0822434435]], ""type"": ""MultiPoint""}"
986,986,7632822,ST MONICA CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,14 BROADWAY AVE,English Separate,7632822,14,Broadway Ave,14 Broadway Ave,M4P 1T4,former Toronto,Toronto,St. Monica Catholic School,102003,7632816,14,None,,None,45,"{""coordinates"": [[313050.1955155961, 4841138.312703872]], ""type"": ""MultiPoint""}"
987,987,2133565,ST MOTHER TERESA CATHOLIC ACADEMY,None,ES,Toronto Catholic District School Board,40 SEWELLS RD,English Separate,2133565,40,Sewell's Rd,40 Sewell's Rd,M1B 3G5,Scarborough,Toronto,St. Mother Teresa Catholic Academy,102004,2133566,40,None,,None,8919,"{""coordinates"": [[327771.2181583896, 4852234.042388886]], ""type"": ""MultiPoint""}"
988,988,301461,ST NICHOLAS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,33 AMARILLO DR,English Separate,301461,33,Amarillo Dr,33 Amarillo Dr,M1J 2P7,Scarborough,Toronto,St. Nicholas Catholic School,102003,110175,33,None,,None,7194,"{""coordinates"": [[326312.25925647136, 4845342.209650128]], ""type"": ""MultiPoint""}"
989,989,71978,ST NICHOLAS OF BARI CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,363 ROGERS RD,English Separate,71978,363,Rogers Rd,363 Rogers Rd,M6E 1R6,York,Toronto,St. Nicholas Of Bari Catholic School,102003,8745,363,None,,None,849,"{""coordinates"": [[307985.4663471093, 4838097.203360225]], ""type"": ""MultiPoint""}"
990,990,1038674,ST NOEL CHABANEL CATHOLIC ELEMENTARY SCHOOL,None,FS,Conseil scolaire de district catholique Centre-Sud,30 THISTLE DOWN BLVD,French Separate,1038674,30,Thistle Down Blvd,30 Thistle Down Blvd,M9V 1H8,Etobicoke,Toronto,None,114001,907072,30,None,,None,2621,"{""coordinates"": [[299905.85691519204, 4844091.980471663]], ""type"": ""MultiPoint""}"
991,991,539709,ST NORBERT CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,60 MANIZA RD,English Separate,539709,60,Maniza Rd,60 Maniza Rd,M3K 1R6,North York,Toronto,St. Norbert Catholic School,102003,443285,60,None,,None,6143,"{""coordinates"": [[307658.1225342046, 4843850.7623420395]], ""type"": ""MultiPoint""}"
992,992,2917611,ST OSCAR ROMERO CATHOLIC SECONCARY SCHOOL,None,ES,Toronto Catholic District School Board,99 HUMBER BLVD,English Separate,2917611,99,Humber Blvd,99 Humber Blvd,M6N 2H4,York,Toronto,St. Oscar Romero Catholic Secondary School,102004,2884873,99,None,,None,9746,"{""coordinates"": [[306330.793634959, 4837817.175447169]], ""type"": ""MultiPoint""}"
993,993,564800,ST PASCHAL BAYLON CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,15 ST PASCHAL CRT,English Separate,564800,15,St Paschal Crt,15 St Paschal Crt,M2M 1X6,North York,Toronto,St. Paschal Baylon Catholic School,102003,436962,15,None,,None,6777,"{""coordinates"": [[310296.6252101143, 4850240.042145453]], ""type"": ""MultiPoint""}"
994,994,6355204,ST PATRICK CATHOLIC SECONDARY SCHOOL,None,ES,Toronto Catholic District School Board,49 FELSTEAD AVE,English Separate,6355204,49,Felstead Ave,49 Felstead Ave,M4J 1G3,former Toronto,Toronto,St. Patrick Catholic Secondary School,102004,20053274,49,None,,None,3430,"{""coordinates"": [[318696.9184315786, 4837610.722204671]], ""type"": ""MultiPoint""}"
995,995,11070056,ST PAUL CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,80 SACKVILLE ST,English Separate,11070056,80,Sackville St,80 Sackville St,M5A 3E5,former Toronto,Toronto,St. Paul Catholic School,102003,14661318,80,None,,None,4353,"{""coordinates"": [[315952.8888618235, 4835068.913720994]], ""type"": ""MultiPoint""}"
996,996,825426,ST PIUS X CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,71 JANE ST,English Separate,825426,71,Jane St,71 Jane St,M6S 3Y3,former Toronto,Toronto,St. Pius X Catholic School,102003,1145511,71,None,,None,694,"{""coordinates"": [[306033.3836159194, 4834591.840029325]], ""type"": ""MultiPoint""}"
997,997,518696,ST RAPHAEL CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,3 GADE DR,English Separate,518696,3,Gade Dr,3 Gade Dr,M3M 2K2,North York,Toronto,St. Raphael Catholic School,102003,444040,3,None,,None,5656,"{""coordinates"": [[305709.1698649713, 4843173.477506305]], ""type"": ""MultiPoint""}"
998,998,841367,ST RAYMOND CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,402 MELITA CRES,English Separate,841367,402,Melita Cres,402 Melita Cres,M6G 3X6,former Toronto,Toronto,St. Bruno / St. Raymond Catholic School,102003,1141684,402,None,,None,3974,"{""coordinates"": [[310681.68984391773, 4837034.250489342]], ""type"": ""MultiPoint""}"
999,999,375269,ST RENE GOUPIL CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,44 PORT ROYAL TRL,English Separate,375269,44,Port Royal Trl,44 Port Royal Trl,M1V 2G8,Scarborough,Toronto,St. Rene Goupil Catholic School,102003,103481,44,None,,None,8721,"{""coordinates"": [[321829.39423601876, 4853285.53034009]], ""type"": ""MultiPoint""}"
1000,1000,6408660,ST RICHARD CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,960 BELLAMY RD N,English Separate,6408660,960,Bellamy Rd N,960 Bellamy Rd N,M1H 1H1,Scarborough,Toronto,St. Richard Catholic School,102003,108383,960,None,,None,7313,"{""coordinates"": [[325733.78741231206, 4847626.491256611]], ""type"": ""MultiPoint""}"
1001,1001,11405331,ST RITA CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,178 EDWIN AVE,English Separate,11405331,178,Edwin Ave,178 Edwin Ave,M6P 3Z9,former Toronto,Toronto,St. Rita Catholic School,102003,30119676,178,None,,None,3375,"{""coordinates"": [[308312.55324744486, 4836243.238683673]], ""type"": ""MultiPoint""}"
1002,1002,485543,ST ROBERT CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,70 BAINBRIDGE AVE,English Separate,485543,70,Bainbridge Ave,70 Bainbridge Ave,M3H 2K2,North York,Toronto,St. Robert Catholic School,102003,441352,70,None,,None,4862,"{""coordinates"": [[309298.5092806852, 4845522.82900741]], ""type"": ""MultiPoint""}"
1003,1003,10430603,ST ROCH CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,174 DUNCANWOODS DR,English Separate,10430603,174,Duncanwoods Dr,174 Duncanwoods Dr,M9L 2E3,North York,Toronto,St. Roch Catholic School,102003,10430565,174,None,,None,5456,"{""coordinates"": [[299424.9650420426, 4845973.467147399]], ""type"": ""MultiPoint""}"
1004,1004,354417,ST ROSE OF LIMA CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,3220 LAWRENCE AVE E,English Separate,354417,3220,Lawrence Ave E,3220 Lawrence Ave E,M1H 1A4,Scarborough,Toronto,St. Rose Of Lima Catholic School,102003,30061518,3220,None,,None,3828,"{""coordinates"": [[325691.44739185023, 4846423.337471923]], ""type"": ""MultiPoint""}"
1005,1005,9638114,ST SEBASTIAN CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,717 BROCK AVE,English Separate,9638114,717,Brock Ave,717 Brock Ave,M6H 3P1,former Toronto,Toronto,St. Sebastian Catholic School,102003,14012744,717,None,,None,3066,"{""coordinates"": [[309645.25500205974, 4835869.8357204385]], ""type"": ""MultiPoint""}"
1006,1006,30016433,ST SIMON CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,24 STRATHBURN BLVD,English Separate,30016433,24,Strathburn Blvd,24 Strathburn Blvd,M9M 2K3,North York,Toronto,St. Simon Catholic School,102003,445303,24,None,,None,6808,"{""coordinates"": [[302143.1804740804, 4842100.593776786]], ""type"": ""MultiPoint""}"
1007,1007,1003707,ST STEPHEN CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,55 GOLFDOWN DR,English Separate,1003707,55,Golfdown Dr,55 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,St. Stephen Catholic School,102003,907698,55,None,,None,1690,"{""coordinates"": [[300411.26978923794, 4842450.394752808]], ""type"": ""MultiPoint""}"
1008,1008,386354,ST SYLVESTER CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,260 SILVER SPRINGS BLVD,English Separate,386354,260,Silver Springs Blvd,260 Silver Springs Blvd,M1V 1S4,Scarborough,Toronto,St. Sylvester Catholic School,102003,104551,260,None,,None,8952,"{""coordinates"": [[320711.49539816374, 4851728.504642842]], ""type"": ""MultiPoint""}"
1009,1009,352125,ST THERESA SHRINE CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,2665 KINGSTON RD,English Separate,352125,2665,Kingston Rd,2665 Kingston Rd,M1M 1M2,Scarborough,Toronto,St. Theresa Shrine,102003,112019,2665,None,,None,3786,"{""coordinates"": [[325551.6353086984, 4841774.095303957]], ""type"": ""MultiPoint""}"
1010,1010,8571075,ST THOMAS AQUINAS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,636 GLENHOLME AVE,English Separate,8571075,636,Glenholme Ave,636 Glenholme Ave,M6E 3G9,York,Toronto,St. Thomas Aquinas Catholic School,102003,8570974,636,None,,None,615,"{""coordinates"": [[309173.67616850795, 4839549.3690745905]], ""type"": ""MultiPoint""}"
1011,1011,9234029,ST THOMAS MORE CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,2300 ELLESMERE RD,English Separate,9234029,2300,Ellesmere Rd,2300 Ellesmere Rd,M1G 3M7,Scarborough,Toronto,St. Thomas More Catholic School,102003,9234028,2300,None,,None,7835,"{""coordinates"": [[326923.401227378, 4848750.251028785]], ""type"": ""MultiPoint""}"
1012,1012,5145355,ST TIMOTHY CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,25 ROCHELLE CRES,English Separate,5145355,25,Rochelle Cres,25 Rochelle Cres,M2J 1Y3,North York,Toronto,St. Timothy Catholic School,102003,5145339,25,None,,None,6567,"{""coordinates"": [[316791.79001534014, 4848340.740335694]], ""type"": ""MultiPoint""}"
1013,1013,356351,ST URSULA CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,215 LIVINGSTON RD,English Separate,356351,215,Livingston Rd,215 Livingston Rd,M1E 1L8,Scarborough,Toronto,St. Ursula Catholic School,102003,30059524,215,None,,None,8348,"{""coordinates"": [[328987.9437868361, 4845580.113545317]], ""type"": ""MultiPoint""}"
1014,1014,307269,ST VICTOR CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,20 BERNADINE ST,English Separate,307269,20,Bernadine St,20 Bernadine St,M1P 4M2,Scarborough,Toronto,St. Victor Catholic School,102003,108321,20,None,,None,7348,"{""coordinates"": [[324194.351687342, 4847704.744278436]], ""type"": ""MultiPoint""}"
1015,1015,804845,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,116 FERMANAGH AVE,English Separate,804845,116,Fermanagh Ave,116 Fermanagh Ave,M6R 1M2,former Toronto,Toronto,St. Vincent De Paul Catholic School,102003,14017559,116,None,,None,3433,"{""coordinates"": [[309001.43607687665, 4834098.902051026]], ""type"": ""MultiPoint""}"
1016,1016,11574893,ST WILFRID CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,1685 FINCH AVE W,English Separate,11574893,1685,Finch Ave W,1685 Finch Ave W,M3J 2G8,North York,Toronto,Saint Wilfrid Catholic School,102003,30016929,1685,None,,None,1610,"{""coordinates"": [[304591.3841414827, 4846675.430907769]], ""type"": ""MultiPoint""}"
1017,1017,20200382,STANLEY PUBLIC SCHOOL,None,EP,Toronto District School Board,75 STANLEY RD,English Public,20200382,75,Stanley Rd,75 Stanley Rd,M3N 1C2,North York,Toronto,Stanley Public School,102002,11271967,75,None,,None,6783,"{""coordinates"": [[303364.38331403234, 4844651.9902952835]], ""type"": ""MultiPoint""}"
1018,1018,9467757,STEELESVIEW PUBLIC SCHOOL,None,EP,Toronto District School Board,105 BESTVIEW DR,English Public,9467757,105,Bestview Dr,105 Bestview Dr,M2M 2Y1,North York,Toronto,Steelesview Public School,102001,9467747,105,None,,None,4945,"{""coordinates"": [[314002.6435800348, 4851416.747852102]], ""type"": ""MultiPoint""}"
1019,1019,9780035,STELLA MARIS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,31 ASCOT AVE,English Separate,9780035,31,Ascot Ave,31 Ascot Ave,M6E 1E6,former Toronto,Toronto,Stella Maris Catholic School,102003,14015702,31,None,,None,2904,"{""coordinates"": [[309243.27511557756, 4837742.595395282]], ""type"": ""MultiPoint""}"
1020,1020,9668671,STEPHEN LEACOCK COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,2450 BIRCHMOUNT RD,English Public,9668671,2450,Birchmount Rd,2450 Birchmount Rd,M1T 2M5,Scarborough,Toronto,Stephen Leacock Collegiate Institute - Building Grounds,102001,30000677,2450,None,,None,7365,"{""coordinates"": [[320725.87534390396, 4849486.992041337]], ""type"": ""MultiPoint""}"
1021,1021,7522835,STILECROFT PUBLIC SCHOOL,None,EP,Toronto District School Board,50 STILECROFT DR,English Public,7522835,50,Stilecroft Dr,50 Stilecroft Dr,M3J 1A7,North York,Toronto,Stilecroft Public School,102001,30092975,50,None,,None,6797,"{""coordinates"": [[305347.47598507465, 4845676.6800686475]], ""type"": ""MultiPoint""}"
1022,1022,853872,SUBWAY ACADEMY ONE,None,EP,Toronto District School Board,16 PHIN AVE,English Public,853872,16,Phin Ave,16 Phin Ave,M4J 3T2,former Toronto,Toronto,Eastern High School Of Commerce,102002,1140397,16,None,,None,4186,"{""coordinates"": [[317972.1505625271, 4837700.124205269]], ""type"": ""MultiPoint""}"
1023,1023,6350055,SUBWAY ACADEMY TWO,None,EP,Toronto District School Board,64 BALDWIN ST,English Public,6350055,64,Baldwin St,64 Baldwin St,M5T 1L4,former Toronto,Toronto,Beverley Public School,115001,1144586,64,None,,None,2938,"{""coordinates"": [[313212.73035000387, 4835095.60477831]], ""type"": ""MultiPoint""}"
1024,1024,484181,SUMMIT HEIGHTS PUBLIC SCHOOL,None,EP,Toronto District School Board,139 ARMOUR BLVD,English Public,484181,139,Armour Blvd,139 Armour Blvd,M3H 1M1,North York,Toronto,Summit Heights Public School,102001,442284,139,None,,None,4827,"{""coordinates"": [[310435.4930580648, 4844597.621146543]], ""type"": ""MultiPoint""}"
1025,1025,7369607,SUMMIT MICRO SCHOOL,None,PR,None,291 JANE ST,Private,7369607,291,Jane St,291 Jane St,M6S 3Z3,former Toronto,Toronto,None,112001,7369263,291,None,,None,694,"{""coordinates"": [[305846.43266167527, 4835153.0539333075]], ""type"": ""MultiPoint""}"
1026,1026,2476346,SUNNY VIEW JUNIOR & SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,450 BLYTHWOOD RD,English Public,2476346,450,Blythwood Rd,450 Blythwood Rd,M4N 1A9,North York,Toronto,Sunny View Public School,102001,2476347,450,None,,None,3024,"{""coordinates"": [[313877.9873929591, 4842215.2924931245]], ""type"": ""MultiPoint""}"
1027,1027,11272707,SUNNYBROOK   ,None,PR,None,469 MERTON ST,Private,11272707,469,Merton St,469 Merton St,M4S 1B4,former Toronto,Toronto,None,115001,30118231,469,None,,None,3986,"{""coordinates"": [[314263.10227141454, 4839874.0969018005]], ""type"": ""MultiPoint""}"
1028,1028,6807238,SUNNYLEA JUNIOR SCHOOL,None,EP,Toronto District School Board,35 GLENROY AVE,English Public,6807238,35,Glenroy Ave,35 Glenroy Ave,M8Y 2M2,Etobicoke,Toronto,Sunnylea Junior Public School,102001,6807239,35,None,,None,1682,"{""coordinates"": [[304245.74291211675, 4833610.428244273]], ""type"": ""MultiPoint""}"
1029,1029,553701,SUON ACADEMY,None,PR,None,5 QUEENSLEA AVE,Private,553701,5,Queenslea Ave,5 Queenslea Ave,M9N 3X9,North York,Toronto,None,100001,446049,5,None,,None,827,"{""coordinates"": [[303858.6411490479, 4841178.990902889]], ""type"": ""MultiPoint""}"
1030,1030,526022,SUON INTERNATIONAL ACADEMY,None,PR,None,35 HEAVITREE DR,Private,526022,35,Heavitree Dr,35 Heavitree Dr,M3L 1K5,North York,Toronto,St. Gerard Majella Catholic School,102003,444316,35,None,,None,5817,"{""coordinates"": [[303566.6822368943, 4842798.318620886]], ""type"": ""MultiPoint""}"
1031,1031,7635396,SWANSEA JUNIOR & SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,207 WINDERMERE AVE,English Public,7635396,207,Windermere Ave,207 Windermere Ave,M6S 3J9,former Toronto,Toronto,Swansea Public School,102001,7632578,207,None,,None,960,"{""coordinates"": [[306652.37548699736, 4833747.896166201]], ""type"": ""MultiPoint""}"
1032,1032,10736648,TADDLE CREEK MONTESSORI SCHOOL,None,PR,None,39 SPADINA RD,Private,10736648,39,Spadina Rd,39 Spadina Rd,M5R 2S9,former Toronto,Toronto,None,115001,14239870,39,None,,None,4428,"{""coordinates"": [[312520.39150517486, 4836512.802540959]], ""type"": ""MultiPoint""}"
1033,1033,783049,TAIE INTERNATIONAL INSTITUTE   ,None,PR,None,399 CHURCH ST,Private,783049,399,Church St,399 Church St,M5B 2J6,former Toronto,Toronto,None,104008,1143593,399,None,,None,503,"{""coordinates"": [[314564.5741246623, 4835766.192627991]], ""type"": ""MultiPoint""}"
1034,1034,6793434,TALENTA ACADEMY,None,PR,None,2020 ELLESMERE RD,Private,6793434,2020,Ellesmere Rd,2020 Ellesmere Rd,M1H 2Z8,Scarborough,Toronto,None,113001,30098911,2020,None,,None,7835,"{""coordinates"": [[326040.9523791353, 4848542.929086254]], ""type"": ""MultiPoint""}"
1035,1035,351647,TAM O'SHANTER JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,21 KING HENRY'S BLVD,English Public,351647,21,King Henry's Blvd,21 King Henry's Blvd,M1T 2V3,Scarborough,Toronto,Tam O'Shanter Junior Public School,102001,106768,21,None,,None,8255,"{""coordinates"": [[321085.8892797895, 4849475.596035058]], ""type"": ""MultiPoint""}"
1036,1036,9910045,TAMARACK WEST OUTDOOR SCHOOL,None,PR,None,2264 BLOOR ST W,Private,9910045,2264,Bloor St W,2264 Bloor St W,M6S 1N9,former Toronto,Toronto,None,115001,9910035,2264,None,,None,458,"{""coordinates"": [[306564.2835208517, 4834563.5050225435]], ""type"": ""MultiPoint""}"
1037,1037,395722,TAYLOR CREEK PUBLIC SCHOOL,None,EP,Toronto District School Board,644 WARDEN AVE,English Public,395722,644,Warden Ave,644 Warden Ave,M1L 3Z3,Scarborough,Toronto,Warden Avenue Junior Public School,102001,20353596,644,None,,None,9187,"{""coordinates"": [[322751.1187662527, 4840032.870679348]], ""type"": ""MultiPoint""}"
